"","rt","response","stim","trial_num","code"
"1",NA,NA,NA,NA,"TU6184PG"
"2",NA,NA,NA,NA,"TU6184PG"
"3",NA,NA,NA,NA,"TU6184PG"
"4",NA,NA,NA,NA,"TU6184PG"
"18",0.185572072461087,"correct","sad",18,"TU6184PG"
"13",0.270987295122454,"false","sad",13,"TU6184PG"
"310",0.375483920514716,"correct","sad",3,"TU6184PG"
"7",0.382291696113075,"false","sad",7,"TU6184PG"
"44",0.496355210068319,"correct","happy",44,"TU6184PG"
"410",0.320237912091178,"false","sad",4,"TU6184PG"
"19",0.252188151776417,"false","sad",19,"TU6184PG"
"60",0.237002317424326,"false","happy",60,"TU6184PG"
"17",0.594524524298204,"false","sad",17,"TU6184PG"
"31",0.0658644981033418,"correct","happy",31,"TU6184PG"
"22",0.127961767009729,"false","sad",22,"TU6184PG"
"110",0.111217910301371,"false","sad",1,"TU6184PG"
"39",0.171193568126877,"correct","happy",39,"TU6184PG"
"37",0.0973301007427219,"false","happy",37,"TU6184PG"
"34",0.482673062972845,"correct","happy",34,"TU6184PG"
"50",1.01683181912962,"correct","happy",50,"TU6184PG"
"210",0.174801829428231,"false","sad",2,"TU6184PG"
"5",0.581586286927772,"correct","sad",5,"TU6184PG"
"36",0.827170514075038,"correct","happy",36,"TU6184PG"
"12",0.406884211477125,"correct","sad",12,"TU6184PG"
"46",0.696028344256863,"false","happy",46,"TU6184PG"
"9",0.656966253687469,"correct","sad",9,"TU6184PG"
"53",0.535640336974792,"false","happy",53,"TU6184PG"
"40",0.347349314133724,"correct","happy",40,"TU6184PG"
"30",0.193520253104675,"correct","sad",30,"TU6184PG"
"10",1.07258595483307,"correct","sad",10,"TU6184PG"
"33",0.464818967359453,"correct","happy",33,"TU6184PG"
"23",0.514738939436461,"false","sad",23,"TU6184PG"
"14",1.11258052921607,"false","sad",14,"TU6184PG"
"32",0.433063683879582,"correct","happy",32,"TU6184PG"
"41",1.31604513345722,"correct","happy",41,"TU6184PG"
"35",0.347461374209185,"correct","happy",35,"TU6184PG"
"49",0.371657468543845,"correct","happy",49,"TU6184PG"
"38",0.429838207649386,"correct","happy",38,"TU6184PG"
"47",0.473545996667131,"false","happy",47,"TU6184PG"
"16",0.507595662673659,"false","sad",16,"TU6184PG"
"42",0.842878486388656,"correct","happy",42,"TU6184PG"
"43",0.793945151730053,"correct","happy",43,"TU6184PG"
"24",0.69154280404117,"false","sad",24,"TU6184PG"
"58",0.962830885581617,"correct","happy",58,"TU6184PG"
"20",0.425919852643028,"correct","sad",20,"TU6184PG"
"48",0.320300174994427,"correct","happy",48,"TU6184PG"
"45",0.444458571035318,"correct","happy",45,"TU6184PG"
"29",0.370727968710669,"correct","sad",29,"TU6184PG"
"15",0.367971247621247,"false","sad",15,"TU6184PG"
"26",0.205150250724545,"correct","sad",26,"TU6184PG"
"21",0.281114110241949,"correct","sad",21,"TU6184PG"
"52",0.274288452563774,"false","happy",52,"TU6184PG"
"8",0.401423841462264,"correct","sad",8,"TU6184PG"
"55",0.515167233123597,"correct","happy",55,"TU6184PG"
"11",0.268272874963275,"correct","sad",11,"TU6184PG"
"25",0.667679227132252,"false","sad",25,"TU6184PG"
"59",0.526374810585092,"false","happy",59,"TU6184PG"
"57",0.290785840894339,"correct","happy",57,"TU6184PG"
"56",NA,NA,"happy",56,"TU6184PG"
"6",0.201873139957643,"false","sad",6,"TU6184PG"
"28",0.249363319584619,"false","sad",28,"TU6184PG"
"54",0.478415745720008,"correct","happy",54,"TU6184PG"
"51",0.128918035447586,"false","happy",51,"TU6184PG"
"27",NA,NA,"sad",27,"TU6184PG"
"111",NA,NA,NA,NA,"TU6184PG"
"211",NA,NA,NA,NA,"TU6184PG"
