"","rt","response","stim","trial_num","code"
"1",NA,NA,NA,NA,"OU2272PB"
"2",NA,NA,NA,NA,"OU2272PB"
"3",NA,NA,NA,NA,"OU2272PB"
"4",NA,NA,NA,NA,"OU2272PB"
"43",1.14731031691273,"correct","happy",43,"OU2272PB"
"5",0.38583667825038,"correct","sad",5,"OU2272PB"
"56",0.521553335092752,"false","happy",56,"OU2272PB"
"16",0.140669348178972,"false","sad",16,"OU2272PB"
"35",0.326228639738725,"correct","happy",35,"OU2272PB"
"10",0.408286333810901,"correct","sad",10,"OU2272PB"
"44",0.319033090120235,"correct","happy",44,"OU2272PB"
"21",0.746049290212613,"false","sad",21,"OU2272PB"
"52",0.123729892144464,"correct","happy",52,"OU2272PB"
"15",0.888362705457514,"false","sad",15,"OU2272PB"
"49",0.452956467958981,"false","happy",49,"OU2272PB"
"28",0.436387745310435,"correct","sad",28,"OU2272PB"
"39",1.00950086619625,"correct","happy",39,"OU2272PB"
"46",NA,NA,"happy",46,"OU2272PB"
"55",0.158148981626418,"correct","happy",55,"OU2272PB"
"310",0.0808270556017272,"correct","sad",3,"OU2272PB"
"59",0.54231222966635,"correct","happy",59,"OU2272PB"
"47",1.16716088396557,"correct","happy",47,"OU2272PB"
"50",0.183072177306824,"correct","happy",50,"OU2272PB"
"11",0.446003906700273,"correct","sad",11,"OU2272PB"
"33",0.217649360616952,"correct","happy",33,"OU2272PB"
"45",0.519686750862813,"correct","happy",45,"OU2272PB"
"54",0.248146794914244,"correct","happy",54,"OU2272PB"
"8",1.00064678894821,"false","sad",8,"OU2272PB"
"42",0.525267609983352,"correct","happy",42,"OU2272PB"
"26",NA,NA,"sad",26,"OU2272PB"
"29",1.17386856091622,"correct","sad",29,"OU2272PB"
"7",0.195204298838817,"false","sad",7,"OU2272PB"
"18",0.502657012781584,"correct","sad",18,"OU2272PB"
"37",0.718665704711083,"correct","happy",37,"OU2272PB"
"17",0.532651160383369,"correct","sad",17,"OU2272PB"
"25",1.23983217628893,"correct","sad",25,"OU2272PB"
"58",0.703521438125577,"correct","happy",58,"OU2272PB"
"110",0.170350833785571,"false","sad",1,"OU2272PB"
"53",0.649448551105538,"correct","happy",53,"OU2272PB"
"51",0.247147032784675,"correct","happy",51,"OU2272PB"
"9",0.174053219407687,"correct","sad",9,"OU2272PB"
"57",1.34938383503502,"false","happy",57,"OU2272PB"
"41",0.744752332619411,"correct","happy",41,"OU2272PB"
"40",0.250618628854754,"correct","happy",40,"OU2272PB"
"60",0.627999064818703,"correct","happy",60,"OU2272PB"
"410",0.153921826578237,"correct","sad",4,"OU2272PB"
"23",0.243954400850905,"false","sad",23,"OU2272PB"
"34",0.342243761963027,"correct","happy",34,"OU2272PB"
"32",0.419183785976734,"correct","happy",32,"OU2272PB"
"38",0.275382311590618,"correct","happy",38,"OU2272PB"
"19",0.431323130642214,"correct","sad",19,"OU2272PB"
"14",0.363524094757882,"false","sad",14,"OU2272PB"
"36",0.217591557861562,"correct","happy",36,"OU2272PB"
"13",0.182791033258156,"correct","sad",13,"OU2272PB"
"31",0.264705150403737,"correct","happy",31,"OU2272PB"
"20",0.892626483274404,"false","sad",20,"OU2272PB"
"48",0.592677830346319,"correct","happy",48,"OU2272PB"
"24",0.209223344125809,"correct","sad",24,"OU2272PB"
"210",NA,NA,"sad",2,"OU2272PB"
"30",0.523235527956146,"false","sad",30,"OU2272PB"
"6",0.276933423763834,"correct","sad",6,"OU2272PB"
"27",0.414845266126015,"correct","sad",27,"OU2272PB"
"12",0.612484862309492,"false","sad",12,"OU2272PB"
"22",0.133196072766634,"correct","sad",22,"OU2272PB"
"111",NA,NA,NA,NA,"OU2272PB"
"211",NA,NA,NA,NA,"OU2272PB"
