"","rt","response","stim","trial_num","code"
"1",NA,NA,NA,NA,"EG7823MP"
"2",NA,NA,NA,NA,"EG7823MP"
"3",NA,NA,NA,NA,"EG7823MP"
"4",NA,NA,NA,NA,"EG7823MP"
"26",0.873470662314748,"false","sad",26,"EG7823MP"
"51",0.96814396701588,"correct","happy",51,"EG7823MP"
"5",0.12163640518225,"correct","sad",5,"EG7823MP"
"27",0.245280486159363,"correct","sad",27,"EG7823MP"
"58",0.156377561295302,"correct","happy",58,"EG7823MP"
"32",0.369704996053208,"correct","happy",32,"EG7823MP"
"23",0.172149633989727,"correct","sad",23,"EG7823MP"
"56",0.251790826012665,"correct","happy",56,"EG7823MP"
"310",0.34810937361977,"correct","sad",3,"EG7823MP"
"55",0.229229541096522,"correct","happy",55,"EG7823MP"
"36",0.535926833501534,"correct","happy",36,"EG7823MP"
"50",0.335306254754464,"correct","happy",50,"EG7823MP"
"410",0.198373641130518,"correct","sad",4,"EG7823MP"
"52",0.480161340413329,"correct","happy",52,"EG7823MP"
"8",0.195508429996885,"correct","sad",8,"EG7823MP"
"110",1.06111540934332,"false","sad",1,"EG7823MP"
"49",1.47064932874041,"correct","happy",49,"EG7823MP"
"13",0.394995213411367,"correct","sad",13,"EG7823MP"
"41",0.649412868682531,"false","happy",41,"EG7823MP"
"47",0.183215379874957,"correct","happy",47,"EG7823MP"
"21",0.347205710788173,"correct","sad",21,"EG7823MP"
"20",0.940796948066279,"correct","sad",20,"EG7823MP"
"44",0.410078944799181,"correct","happy",44,"EG7823MP"
"6",0.0623296159025435,"correct","sad",6,"EG7823MP"
"39",1.46070483301298,"correct","happy",39,"EG7823MP"
"37",0.183261831588903,"correct","happy",37,"EG7823MP"
"17",0.0531701572435048,"correct","sad",17,"EG7823MP"
"22",0.529513859137519,"correct","sad",22,"EG7823MP"
"25",0.206166828810568,"correct","sad",25,"EG7823MP"
"33",0.147365604816938,"correct","happy",33,"EG7823MP"
"53",0.209068931625915,"correct","happy",53,"EG7823MP"
"54",0.330998719038188,"false","happy",54,"EG7823MP"
"31",0.427259918507732,"correct","happy",31,"EG7823MP"
"43",0.804558636137704,"correct","happy",43,"EG7823MP"
"59",0.284278602308717,"correct","happy",59,"EG7823MP"
"38",0.48875100981622,"correct","happy",38,"EG7823MP"
"18",0.796280523061686,"correct","sad",18,"EG7823MP"
"29",0.621567280823542,"correct","sad",29,"EG7823MP"
"16",0.324829658142964,"false","sad",16,"EG7823MP"
"48",0.864016552949222,"correct","happy",48,"EG7823MP"
"10",0.363823599886575,"correct","sad",10,"EG7823MP"
"40",0.166485345773261,"false","happy",40,"EG7823MP"
"34",0.141320543951332,"correct","happy",34,"EG7823MP"
"46",0.350839552158793,"correct","happy",46,"EG7823MP"
"24",0.313800905769449,"correct","sad",24,"EG7823MP"
"14",0.664387596641755,"correct","sad",14,"EG7823MP"
"7",0.904625019026811,"correct","sad",7,"EG7823MP"
"210",0.264679396569225,"false","sad",2,"EG7823MP"
"42",0.565734205920291,"correct","happy",42,"EG7823MP"
"57",0.274226871015725,"correct","happy",57,"EG7823MP"
"28",0.47766345491715,"correct","sad",28,"EG7823MP"
"45",0.495228601114244,"correct","happy",45,"EG7823MP"
"60",0.32115503048064,"false","happy",60,"EG7823MP"
"15",0.685214123429506,"correct","sad",15,"EG7823MP"
"9",0.908555535807758,"correct","sad",9,"EG7823MP"
"30",0.388357916504953,"correct","sad",30,"EG7823MP"
"35",0.502395357425911,"false","happy",35,"EG7823MP"
"11",0.694868340585194,"correct","sad",11,"EG7823MP"
"12",0.505885303940805,"correct","sad",12,"EG7823MP"
"19",0.302739000382567,"correct","sad",19,"EG7823MP"
"111",NA,NA,NA,NA,"EG7823MP"
"211",NA,NA,NA,NA,"EG7823MP"
