"","rt","response","stim","trial_num","code"
"1",NA,NA,NA,NA,"BT9114XS"
"2",NA,NA,NA,NA,"BT9114XS"
"3",NA,NA,NA,NA,"BT9114XS"
"4",NA,NA,NA,NA,"BT9114XS"
"48",0.345853124073342,"correct","happy",48,"BT9114XS"
"38",0.254034415709312,"false","happy",38,"BT9114XS"
"14",0.74316482867903,"correct","sad",14,"BT9114XS"
"40",0.800843108479647,"correct","happy",40,"BT9114XS"
"60",0.691935120118283,"correct","happy",60,"BT9114XS"
"58",0.2018795414436,"false","happy",58,"BT9114XS"
"6",1.07944663830499,"correct","sad",6,"BT9114XS"
"16",0.280155260024859,"false","sad",16,"BT9114XS"
"30",NA,NA,"sad",30,"BT9114XS"
"8",1.16087865548629,"correct","sad",8,"BT9114XS"
"46",0.182062529919689,"correct","happy",46,"BT9114XS"
"9",0.635399535820604,"correct","sad",9,"BT9114XS"
"26",0.909170307633523,"correct","sad",26,"BT9114XS"
"33",0.248980293568045,"false","happy",33,"BT9114XS"
"25",0.448898664038588,"false","sad",25,"BT9114XS"
"10",0.360009981851708,"false","sad",10,"BT9114XS"
"11",0.127576405438087,"false","sad",11,"BT9114XS"
"39",0.282339136020756,"correct","happy",39,"BT9114XS"
"310",0.530598519074092,"false","sad",3,"BT9114XS"
"44",0.626437541238953,"correct","happy",44,"BT9114XS"
"19",1.23747338960973,"correct","sad",19,"BT9114XS"
"32",0.592217463510882,"correct","happy",32,"BT9114XS"
"17",0.335052294275073,"correct","sad",17,"BT9114XS"
"7",0.330418988469982,"correct","sad",7,"BT9114XS"
"110",0.283068736161509,"correct","sad",1,"BT9114XS"
"57",NA,NA,"happy",57,"BT9114XS"
"47",0.273321678953614,"correct","happy",47,"BT9114XS"
"49",0.0954814946295595,"correct","happy",49,"BT9114XS"
"12",0.999231966691162,"correct","sad",12,"BT9114XS"
"59",0.149009837138655,"false","happy",59,"BT9114XS"
"5",0.274377451601706,"correct","sad",5,"BT9114XS"
"23",0.890106722915228,"correct","sad",23,"BT9114XS"
"36",0.242590031445158,"correct","happy",36,"BT9114XS"
"34",0.106222402073626,"correct","happy",34,"BT9114XS"
"35",1.08120659188376,"false","happy",35,"BT9114XS"
"21",0.37208115202486,"correct","sad",21,"BT9114XS"
"54",0.70882374380661,"correct","happy",54,"BT9114XS"
"55",0.206852799786244,"correct","happy",55,"BT9114XS"
"50",0.625585212411043,"correct","happy",50,"BT9114XS"
"45",0.806746876150058,"correct","happy",45,"BT9114XS"
"41",0.924260488967211,"false","happy",41,"BT9114XS"
"31",0.752780153640167,"false","happy",31,"BT9114XS"
"42",0.982661943246118,"correct","happy",42,"BT9114XS"
"15",0.473817737213078,"correct","sad",15,"BT9114XS"
"210",0.214608734503691,"correct","sad",2,"BT9114XS"
"52",NA,NA,"happy",52,"BT9114XS"
"37",0.240074053746648,"false","happy",37,"BT9114XS"
"53",0.61892013979653,"correct","happy",53,"BT9114XS"
"27",0.851569524088153,"correct","sad",27,"BT9114XS"
"20",0.279559634717679,"false","sad",20,"BT9114XS"
"51",0.476089252629105,"correct","happy",51,"BT9114XS"
"29",0.407322503415192,"correct","sad",29,"BT9114XS"
"18",0.577495715768748,"correct","sad",18,"BT9114XS"
"28",0.843242292139335,"correct","sad",28,"BT9114XS"
"56",0.840230190044725,"correct","happy",56,"BT9114XS"
"24",0.500310381323722,"correct","sad",24,"BT9114XS"
"13",0.449208829475276,"correct","sad",13,"BT9114XS"
"22",0.567831136002249,"false","sad",22,"BT9114XS"
"410",1.05236127652968,"correct","sad",4,"BT9114XS"
"43",1.02241743226542,"correct","happy",43,"BT9114XS"
"111",NA,NA,NA,NA,"BT9114XS"
"211",NA,NA,NA,NA,"BT9114XS"
