"","rt","response","stim","trial_num","code"
"1",NA,NA,NA,NA,"IG7954PS"
"2",NA,NA,NA,NA,"IG7954PS"
"3",NA,NA,NA,NA,"IG7954PS"
"4",NA,NA,NA,NA,"IG7954PS"
"45",1.11425816796266,"correct","happy",45,"IG7954PS"
"56",0.2625543934851,"correct","happy",56,"IG7954PS"
"42",0.691881376218555,"correct","happy",42,"IG7954PS"
"60",0.37391895933694,"correct","happy",60,"IG7954PS"
"210",0.5521519262081,"correct","sad",2,"IG7954PS"
"46",0.482341763336376,"false","happy",46,"IG7954PS"
"55",0.204109552038188,"correct","happy",55,"IG7954PS"
"6",0.287932166584416,"correct","sad",6,"IG7954PS"
"35",0.611695413458879,"correct","happy",35,"IG7954PS"
"5",0.891005243868458,"correct","sad",5,"IG7954PS"
"29",0.308924531668959,"correct","sad",29,"IG7954PS"
"58",0.214886828340482,"false","happy",58,"IG7954PS"
"22",0.50370555360566,"correct","sad",22,"IG7954PS"
"30",0.161244090470165,"correct","sad",30,"IG7954PS"
"53",0.339750906787571,"correct","happy",53,"IG7954PS"
"59",0.222619026531812,"correct","happy",59,"IG7954PS"
"54",1.44558857240754,"correct","happy",54,"IG7954PS"
"31",0.698516893616421,"correct","happy",31,"IG7954PS"
"36",0.338569068781435,"false","happy",36,"IG7954PS"
"44",0.936123312839833,"correct","happy",44,"IG7954PS"
"27",0.659317528821661,"correct","sad",27,"IG7954PS"
"21",0.865692048628165,"correct","sad",21,"IG7954PS"
"32",1.02785631794273,"correct","happy",32,"IG7954PS"
"37",1.48094091664897,"false","happy",37,"IG7954PS"
"20",0.204636146369232,"false","sad",20,"IG7954PS"
"19",0.289069058932661,"correct","sad",19,"IG7954PS"
"51",1.04825047317741,"correct","happy",51,"IG7954PS"
"7",0.478304553396705,"false","sad",7,"IG7954PS"
"26",0.295323287260778,"correct","sad",26,"IG7954PS"
"110",0.748618346167325,"correct","sad",1,"IG7954PS"
"15",0.155179896273711,"false","sad",15,"IG7954PS"
"43",0.379897933685766,"correct","happy",43,"IG7954PS"
"48",1.21497811863337,"correct","happy",48,"IG7954PS"
"33",0.343745429248456,"correct","happy",33,"IG7954PS"
"18",0.0885397941725262,"correct","sad",18,"IG7954PS"
"25",0.344253925430905,"false","sad",25,"IG7954PS"
"14",0.242217574367936,"correct","sad",14,"IG7954PS"
"28",0.0658233824443918,"correct","sad",28,"IG7954PS"
"24",0.355358289198481,"correct","sad",24,"IG7954PS"
"8",0.541550663721561,"correct","sad",8,"IG7954PS"
"50",0.155986896525943,"false","happy",50,"IG7954PS"
"13",0.0690528299388814,"correct","sad",13,"IG7954PS"
"52",0.280784086835625,"correct","happy",52,"IG7954PS"
"310",0.100460208602201,"false","sad",3,"IG7954PS"
"23",0.165132107318016,"correct","sad",23,"IG7954PS"
"34",0.235780964898307,"false","happy",34,"IG7954PS"
"12",0.193771802946835,"false","sad",12,"IG7954PS"
"410",0.511321249394389,"false","sad",4,"IG7954PS"
"11",0.23284446425326,"correct","sad",11,"IG7954PS"
"49",0.220476588484318,"correct","happy",49,"IG7954PS"
"9",0.580195046820193,"false","sad",9,"IG7954PS"
"40",0.202112304478262,"correct","happy",40,"IG7954PS"
"16",0.919974788956751,"false","sad",16,"IG7954PS"
"38",0.428639041108744,"correct","happy",38,"IG7954PS"
"17",0.0748278868700744,"correct","sad",17,"IG7954PS"
"39",0.173626333870878,"correct","happy",39,"IG7954PS"
"47",0.126288984947045,"correct","happy",47,"IG7954PS"
"57",0.468997696414353,"correct","happy",57,"IG7954PS"
"41",0.378149278656086,"correct","happy",41,"IG7954PS"
"10",0.705120428941801,"correct","sad",10,"IG7954PS"
"111",NA,NA,NA,NA,"IG7954PS"
"211",NA,NA,NA,NA,"IG7954PS"
