"","rt","response","stim","trial_num","code"
"1",NA,NA,NA,NA,"GI3339CQ"
"2",NA,NA,NA,NA,"GI3339CQ"
"3",NA,NA,NA,NA,"GI3339CQ"
"4",NA,NA,NA,NA,"GI3339CQ"
"27",0.452588495196476,"false","sad",27,"GI3339CQ"
"44",0.564295236946583,"false","happy",44,"GI3339CQ"
"6",0.583722749988376,"correct","sad",6,"GI3339CQ"
"14",0.399151982646848,"false","sad",14,"GI3339CQ"
"17",1.06003057630994,"correct","sad",17,"GI3339CQ"
"55",0.484810481575634,"false","happy",55,"GI3339CQ"
"18",0.631766326378057,"correct","sad",18,"GI3339CQ"
"51",0.343575887407285,"correct","happy",51,"GI3339CQ"
"38",0.847073957928138,"false","happy",38,"GI3339CQ"
"26",0.0971994373686821,"correct","sad",26,"GI3339CQ"
"9",0.260552690261403,"false","sad",9,"GI3339CQ"
"23",0.646275646878004,"correct","sad",23,"GI3339CQ"
"35",0.547708405949796,"correct","happy",35,"GI3339CQ"
"110",0.120479936122963,"correct","sad",1,"GI3339CQ"
"40",0.199348550687318,"correct","happy",40,"GI3339CQ"
"8",0.175727905398265,"false","sad",8,"GI3339CQ"
"21",0.540440791672028,"correct","sad",21,"GI3339CQ"
"36",0.392705596588099,"correct","happy",36,"GI3339CQ"
"47",1.26994988677156,"correct","happy",47,"GI3339CQ"
"32",0.521828573339562,"correct","happy",32,"GI3339CQ"
"49",0.54067676361612,"correct","happy",49,"GI3339CQ"
"52",0.167279958864342,"false","happy",52,"GI3339CQ"
"28",0.401966913553812,"correct","sad",28,"GI3339CQ"
"12",0.320316642175089,"correct","sad",12,"GI3339CQ"
"60",0.391568531265686,"correct","happy",60,"GI3339CQ"
"210",0.860198862426545,"false","sad",2,"GI3339CQ"
"50",0.0716029531915148,"correct","happy",50,"GI3339CQ"
"19",0.635728539790995,"correct","sad",19,"GI3339CQ"
"15",0.635306623939909,"correct","sad",15,"GI3339CQ"
"46",0.142604980298439,"correct","happy",46,"GI3339CQ"
"25",0.817991553410322,"correct","sad",25,"GI3339CQ"
"29",0.196853971149862,"correct","sad",29,"GI3339CQ"
"43",0.375192636845101,"correct","happy",43,"GI3339CQ"
"31",0.234847468531462,"correct","happy",31,"GI3339CQ"
"57",0.475791247502812,"correct","happy",57,"GI3339CQ"
"30",0.200826335374693,"false","sad",30,"GI3339CQ"
"33",0.177891055711305,"correct","happy",33,"GI3339CQ"
"11",0.728573790017357,"correct","sad",11,"GI3339CQ"
"310",0.350395026464128,"correct","sad",3,"GI3339CQ"
"41",0.669272876739101,"correct","happy",41,"GI3339CQ"
"58",0.178996130811627,"correct","happy",58,"GI3339CQ"
"410",0.318809179662985,"correct","sad",4,"GI3339CQ"
"10",0.836101685176679,"correct","sad",10,"GI3339CQ"
"7",0.254153572486412,"correct","sad",7,"GI3339CQ"
"42",0.50748485310701,"correct","happy",42,"GI3339CQ"
"48",0.609939087463335,"correct","happy",48,"GI3339CQ"
"5",0.414278039086693,"false","sad",5,"GI3339CQ"
"34",0.310062057556662,"correct","happy",34,"GI3339CQ"
"54",0.341072355725144,"correct","happy",54,"GI3339CQ"
"13",0.597315075501883,"correct","sad",13,"GI3339CQ"
"20",0.38270888085849,"correct","sad",20,"GI3339CQ"
"37",0.266789474909245,"correct","happy",37,"GI3339CQ"
"39",1.33480358094535,"correct","happy",39,"GI3339CQ"
"16",0.482285459392285,"false","sad",16,"GI3339CQ"
"24",0.141531895389857,"false","sad",24,"GI3339CQ"
"59",0.173491680021229,"correct","happy",59,"GI3339CQ"
"45",0.343059289833413,"correct","happy",45,"GI3339CQ"
"56",0.160767397409527,"correct","happy",56,"GI3339CQ"
"53",0.595239917524713,"correct","happy",53,"GI3339CQ"
"22",0.134206813289666,"false","sad",22,"GI3339CQ"
"111",NA,NA,NA,NA,"GI3339CQ"
"211",NA,NA,NA,NA,"GI3339CQ"
