"","rt","response","stim","trial_num","code"
"1",NA,NA,NA,NA,"XU1541XH"
"2",NA,NA,NA,NA,"XU1541XH"
"3",NA,NA,NA,NA,"XU1541XH"
"4",NA,NA,NA,NA,"XU1541XH"
"27",NA,NA,"sad",27,"XU1541XH"
"20",0.539507667444107,"correct","sad",20,"XU1541XH"
"17",0.557162079918003,"correct","sad",17,"XU1541XH"
"5",0.859717674563105,"correct","sad",5,"XU1541XH"
"37",0.282272211861171,"correct","happy",37,"XU1541XH"
"35",0.587319303965826,"correct","happy",35,"XU1541XH"
"52",0.688921911166513,"correct","happy",52,"XU1541XH"
"14",1.3035995336202,"false","sad",14,"XU1541XH"
"10",0.0898675326974951,"correct","sad",10,"XU1541XH"
"11",0.28036288379642,"false","sad",11,"XU1541XH"
"22",0.815542441769971,"false","sad",22,"XU1541XH"
"26",0.277165310663723,"correct","sad",26,"XU1541XH"
"23",0.747218274436693,"false","sad",23,"XU1541XH"
"8",0.608516392065241,"false","sad",8,"XU1541XH"
"30",0.535592730521842,"correct","sad",30,"XU1541XH"
"56",0.148075784924232,"correct","happy",56,"XU1541XH"
"44",0.122892091875258,"correct","happy",44,"XU1541XH"
"110",0.660466869653027,"correct","sad",1,"XU1541XH"
"59",0.579189680891975,"correct","happy",59,"XU1541XH"
"410",1.48923338127401,"correct","sad",4,"XU1541XH"
"58",0.609034876852726,"correct","happy",58,"XU1541XH"
"33",0.100190553007061,"correct","happy",33,"XU1541XH"
"12",0.0808390229867064,"false","sad",12,"XU1541XH"
"16",0.255819154632055,"false","sad",16,"XU1541XH"
"57",0.871111219029924,"false","happy",57,"XU1541XH"
"31",0.969220468762978,"correct","happy",31,"XU1541XH"
"28",0.168407891455644,"correct","sad",28,"XU1541XH"
"32",0.418991384936011,"correct","happy",32,"XU1541XH"
"45",0.179254507530565,"correct","happy",45,"XU1541XH"
"50",0.203887674478181,"correct","happy",50,"XU1541XH"
"310",0.591098037724746,"correct","sad",3,"XU1541XH"
"47",0.575128373984436,"correct","happy",47,"XU1541XH"
"46",0.773434931415717,"correct","happy",46,"XU1541XH"
"6",0.444813380634933,"correct","sad",6,"XU1541XH"
"15",0.168750363920732,"false","sad",15,"XU1541XH"
"24",0.640382223276986,"correct","sad",24,"XU1541XH"
"53",0.620875644123988,"correct","happy",53,"XU1541XH"
"41",0.799104441416596,"correct","happy",41,"XU1541XH"
"48",0.649642672748418,"correct","happy",48,"XU1541XH"
"36",0.251640045228573,"correct","happy",36,"XU1541XH"
"51",0.654691075873593,"correct","happy",51,"XU1541XH"
"54",0.579636776439102,"correct","happy",54,"XU1541XH"
"55",0.458073374933784,"correct","happy",55,"XU1541XH"
"18",0.463328761224616,"correct","sad",18,"XU1541XH"
"60",0.415350994466731,"correct","happy",60,"XU1541XH"
"42",0.138165629789826,"correct","happy",42,"XU1541XH"
"19",0.204735615048269,"correct","sad",19,"XU1541XH"
"49",0.732712056430694,"correct","happy",49,"XU1541XH"
"40",0.222343392488832,"correct","happy",40,"XU1541XH"
"25",0.45040777460858,"false","sad",25,"XU1541XH"
"39",0.106474657356247,"correct","happy",39,"XU1541XH"
"210",0.114090165890727,"false","sad",2,"XU1541XH"
"43",0.321741949878179,"false","happy",43,"XU1541XH"
"29",0.2710386386822,"false","sad",29,"XU1541XH"
"13",0.17843285352316,"false","sad",13,"XU1541XH"
"21",0.218113020891558,"false","sad",21,"XU1541XH"
"7",0.748600668290606,"correct","sad",7,"XU1541XH"
"9",0.499391849475584,"correct","sad",9,"XU1541XH"
"34",0.185264881503999,"correct","happy",34,"XU1541XH"
"38",0.358552212475493,"correct","happy",38,"XU1541XH"
"111",NA,NA,NA,NA,"XU1541XH"
"211",NA,NA,NA,NA,"XU1541XH"
