"","rt","response","stim","trial_num","code"
"1",NA,NA,NA,NA,"JL3423QX"
"2",NA,NA,NA,NA,"JL3423QX"
"3",NA,NA,NA,NA,"JL3423QX"
"4",NA,NA,NA,NA,"JL3423QX"
"22",0.661691963533725,"correct","sad",22,"JL3423QX"
"43",0.725303313793342,"false","happy",43,"JL3423QX"
"47",1.25046034782095,"false","happy",47,"JL3423QX"
"410",0.602433004052962,"correct","sad",4,"JL3423QX"
"58",0.539390985021706,"correct","happy",58,"JL3423QX"
"7",0.453577747353288,"correct","sad",7,"JL3423QX"
"20",0.146046468995061,"false","sad",20,"JL3423QX"
"8",0.327218791502405,"false","sad",8,"JL3423QX"
"5",0.332954897037113,"correct","sad",5,"JL3423QX"
"210",0.734587614588891,"correct","sad",2,"JL3423QX"
"36",0.400217849134892,"false","happy",36,"JL3423QX"
"34",0.125936083504862,"correct","happy",34,"JL3423QX"
"32",0.758168665093966,"correct","happy",32,"JL3423QX"
"55",0.168847803655278,"correct","happy",55,"JL3423QX"
"33",0.239896899993172,"correct","happy",33,"JL3423QX"
"13",0.522755608149665,"correct","sad",13,"JL3423QX"
"31",0.23518185115764,"correct","happy",31,"JL3423QX"
"6",0.271804276572563,"correct","sad",6,"JL3423QX"
"14",0.309225167186596,"correct","sad",14,"JL3423QX"
"16",0.272069033152254,"false","sad",16,"JL3423QX"
"21",0.148774088093202,"correct","sad",21,"JL3423QX"
"42",0.109024004220054,"false","happy",42,"JL3423QX"
"51",0.227238823648075,"correct","happy",51,"JL3423QX"
"45",0.645643707604066,"correct","happy",45,"JL3423QX"
"30",NA,NA,"sad",30,"JL3423QX"
"28",NA,NA,"sad",28,"JL3423QX"
"57",0.510501545585883,"correct","happy",57,"JL3423QX"
"24",0.659297729456392,"false","sad",24,"JL3423QX"
"11",0.200180167090534,"correct","sad",11,"JL3423QX"
"12",0.503114390262543,"correct","sad",12,"JL3423QX"
"29",0.218798372648664,"correct","sad",29,"JL3423QX"
"40",0.494575072597519,"correct","happy",40,"JL3423QX"
"27",0.32719506218984,"correct","sad",27,"JL3423QX"
"59",0.391432772506341,"correct","happy",59,"JL3423QX"
"17",0.233283303677815,"correct","sad",17,"JL3423QX"
"110",0.619588678731384,"correct","sad",1,"JL3423QX"
"49",0.745809748135377,"correct","happy",49,"JL3423QX"
"48",0.775966599576652,"false","happy",48,"JL3423QX"
"46",1.19887080574325,"correct","happy",46,"JL3423QX"
"39",0.174914643763235,"correct","happy",39,"JL3423QX"
"310",0.347894658965201,"correct","sad",3,"JL3423QX"
"25",0.363703938536551,"correct","sad",25,"JL3423QX"
"53",0.274034867664861,"correct","happy",53,"JL3423QX"
"54",0.147998187011426,"correct","happy",54,"JL3423QX"
"60",0.35542174929368,"correct","happy",60,"JL3423QX"
"56",0.627094755157208,"false","happy",56,"JL3423QX"
"15",0.335096261304881,"false","sad",15,"JL3423QX"
"37",0.226565706788806,"false","happy",37,"JL3423QX"
"41",0.904653515500317,"correct","happy",41,"JL3423QX"
"44",0.241663479398968,"correct","happy",44,"JL3423QX"
"9",0.11645321622681,"false","sad",9,"JL3423QX"
"10",0.478900688389157,"correct","sad",10,"JL3423QX"
"26",0.178116724594518,"correct","sad",26,"JL3423QX"
"50",0.200433277775497,"correct","happy",50,"JL3423QX"
"19",0.574312218553781,"correct","sad",19,"JL3423QX"
"18",0.304507479720888,"correct","sad",18,"JL3423QX"
"23",0.235901947532253,"correct","sad",23,"JL3423QX"
"38",0.788004159232045,"correct","happy",38,"JL3423QX"
"52",0.3403129934743,"correct","happy",52,"JL3423QX"
"35",0.143240766730654,"correct","happy",35,"JL3423QX"
"111",NA,NA,NA,NA,"JL3423QX"
"211",NA,NA,NA,NA,"JL3423QX"
