"","rt","response","stim","trial_num","code"
"1",NA,NA,NA,NA,"RI7541ML"
"2",NA,NA,NA,NA,"RI7541ML"
"3",NA,NA,NA,NA,"RI7541ML"
"4",NA,NA,NA,NA,"RI7541ML"
"44",0.240256640461033,"correct","happy",44,"RI7541ML"
"19",0.52330722355171,"correct","sad",19,"RI7541ML"
"54",0.71452154734912,"correct","happy",54,"RI7541ML"
"42",0.22573934547494,"correct","happy",42,"RI7541ML"
"30",0.90422145327597,"correct","sad",30,"RI7541ML"
"58",0.395923387294152,"false","happy",58,"RI7541ML"
"43",0.195915021036644,"correct","happy",43,"RI7541ML"
"59",0.166820938095417,"correct","happy",59,"RI7541ML"
"16",0.297280839071694,"correct","sad",16,"RI7541ML"
"32",0.226496915971488,"false","happy",32,"RI7541ML"
"15",0.602781271468767,"correct","sad",15,"RI7541ML"
"27",0.312284179581465,"correct","sad",27,"RI7541ML"
"47",0.418577461790988,"correct","happy",47,"RI7541ML"
"13",0.180088526006624,"correct","sad",13,"RI7541ML"
"34",0.982088812820415,"correct","happy",34,"RI7541ML"
"39",0.11663500725853,"false","happy",39,"RI7541ML"
"33",0.247051357524912,"correct","happy",33,"RI7541ML"
"21",0.64459662445238,"correct","sad",21,"RI7541ML"
"37",0.30859213304716,"false","happy",37,"RI7541ML"
"17",1.34512423473782,"correct","sad",17,"RI7541ML"
"10",0.494416211066269,"correct","sad",10,"RI7541ML"
"5",0.735950471374245,"correct","sad",5,"RI7541ML"
"41",0.737645691621441,"correct","happy",41,"RI7541ML"
"11",0.756229336877076,"correct","sad",11,"RI7541ML"
"14",0.639993763455065,"false","sad",14,"RI7541ML"
"51",0.192188608681621,"correct","happy",51,"RI7541ML"
"22",0.445710993029947,"false","sad",22,"RI7541ML"
"310",0.539112986506236,"correct","sad",3,"RI7541ML"
"36",0.222846820985553,"correct","happy",36,"RI7541ML"
"12",0.236107361878035,"false","sad",12,"RI7541ML"
"25",0.493006509729603,"false","sad",25,"RI7541ML"
"55",0.308925757240559,"correct","happy",55,"RI7541ML"
"60",0.942755456058418,"correct","happy",60,"RI7541ML"
"9",0.485510292525544,"correct","sad",9,"RI7541ML"
"40",1.46234107925571,"correct","happy",40,"RI7541ML"
"24",0.468643831018887,"correct","sad",24,"RI7541ML"
"53",0.497963790884524,"false","happy",53,"RI7541ML"
"110",0.702739289943471,"correct","sad",1,"RI7541ML"
"57",0.208942431910168,"false","happy",57,"RI7541ML"
"48",0.465763626128817,"correct","happy",48,"RI7541ML"
"210",0.493195428209855,"false","sad",2,"RI7541ML"
"8",0.685374405675231,"false","sad",8,"RI7541ML"
"6",0.920370296868819,"correct","sad",6,"RI7541ML"
"49",0.14908133038866,"correct","happy",49,"RI7541ML"
"35",0.562409498022258,"correct","happy",35,"RI7541ML"
"18",0.192365471068892,"false","sad",18,"RI7541ML"
"31",0.170218897242575,"false","happy",31,"RI7541ML"
"26",0.282813544742371,"correct","sad",26,"RI7541ML"
"45",0.128174392926293,"correct","happy",45,"RI7541ML"
"46",0.637934054541849,"false","happy",46,"RI7541ML"
"410",0.333341763718817,"correct","sad",4,"RI7541ML"
"52",0.719993161476196,"correct","happy",52,"RI7541ML"
"23",0.558321548852937,"false","sad",23,"RI7541ML"
"50",NA,NA,"happy",50,"RI7541ML"
"29",0.986173887180522,"correct","sad",29,"RI7541ML"
"38",0.795991927150182,"correct","happy",38,"RI7541ML"
"7",0.547135065753147,"correct","sad",7,"RI7541ML"
"20",NA,NA,"sad",20,"RI7541ML"
"28",0.107863680995072,"correct","sad",28,"RI7541ML"
"56",0.649970475548237,"false","happy",56,"RI7541ML"
"111",NA,NA,NA,NA,"RI7541ML"
"211",NA,NA,NA,NA,"RI7541ML"
