"","rt","response","stim","trial_num","code"
"1",NA,NA,NA,NA,"ZO4978BE"
"2",NA,NA,NA,NA,"ZO4978BE"
"3",NA,NA,NA,NA,"ZO4978BE"
"4",NA,NA,NA,NA,"ZO4978BE"
"24",0.887696396694187,"correct","sad",24,"ZO4978BE"
"38",0.415466394397324,"correct","happy",38,"ZO4978BE"
"18",0.154350859013285,"false","sad",18,"ZO4978BE"
"15",0.21986894693194,"correct","sad",15,"ZO4978BE"
"17",0.656452191902444,"correct","sad",17,"ZO4978BE"
"11",0.791640891975038,"correct","sad",11,"ZO4978BE"
"25",0.326986452660557,"correct","sad",25,"ZO4978BE"
"310",0.52556533596503,"correct","sad",3,"ZO4978BE"
"21",0.219069927229755,"correct","sad",21,"ZO4978BE"
"54",NA,NA,"happy",54,"ZO4978BE"
"7",0.370936183669796,"correct","sad",7,"ZO4978BE"
"34",0.284179834278966,"correct","happy",34,"ZO4978BE"
"5",0.531102586898852,"correct","sad",5,"ZO4978BE"
"19",0.299571914900772,"correct","sad",19,"ZO4978BE"
"8",0.356427066699914,"correct","sad",8,"ZO4978BE"
"23",0.394886381941651,"false","sad",23,"ZO4978BE"
"48",0.45501504914012,"correct","happy",48,"ZO4978BE"
"110",0.698607261306698,"correct","sad",1,"ZO4978BE"
"27",0.274152351320963,"correct","sad",27,"ZO4978BE"
"16",0.661939014043796,"correct","sad",16,"ZO4978BE"
"37",0.464805227451599,"correct","happy",37,"ZO4978BE"
"56",0.475127154709605,"correct","happy",56,"ZO4978BE"
"12",0.436794587102753,"false","sad",12,"ZO4978BE"
"13",0.296865396166271,"false","sad",13,"ZO4978BE"
"31",0.88123975192548,"correct","happy",31,"ZO4978BE"
"10",0.0622491732940037,"false","sad",10,"ZO4978BE"
"28",0.24487936212779,"correct","sad",28,"ZO4978BE"
"47",0.116773008634254,"correct","happy",47,"ZO4978BE"
"52",0.297088060271943,"correct","happy",52,"ZO4978BE"
"22",0.31360566877553,"correct","sad",22,"ZO4978BE"
"59",0.300105503682197,"correct","happy",59,"ZO4978BE"
"35",1.45639090633342,"correct","happy",35,"ZO4978BE"
"46",0.843734166650962,"false","happy",46,"ZO4978BE"
"210",0.702465490802117,"false","sad",2,"ZO4978BE"
"30",0.168859677223016,"false","sad",30,"ZO4978BE"
"55",0.266549817165362,"correct","happy",55,"ZO4978BE"
"9",0.318144551828414,"correct","sad",9,"ZO4978BE"
"32",0.491241216308796,"false","happy",32,"ZO4978BE"
"6",0.207619426527306,"correct","sad",6,"ZO4978BE"
"29",0.115764971063924,"correct","sad",29,"ZO4978BE"
"51",0.138086675592101,"correct","happy",51,"ZO4978BE"
"43",0.534117924036939,"correct","happy",43,"ZO4978BE"
"39",0.315559513970316,"correct","happy",39,"ZO4978BE"
"57",0.20886329843414,"correct","happy",57,"ZO4978BE"
"60",0.344143801916604,"correct","happy",60,"ZO4978BE"
"410",0.369279760383381,"false","sad",4,"ZO4978BE"
"58",0.112557576653694,"correct","happy",58,"ZO4978BE"
"14",0.561020142459257,"correct","sad",14,"ZO4978BE"
"53",1.27780213536794,"correct","happy",53,"ZO4978BE"
"50",0.20826461112987,"correct","happy",50,"ZO4978BE"
"20",0.491666434727121,"false","sad",20,"ZO4978BE"
"26",0.327528142861777,"false","sad",26,"ZO4978BE"
"40",NA,NA,"happy",40,"ZO4978BE"
"45",0.855746670072648,"false","happy",45,"ZO4978BE"
"49",0.230700926704696,"false","happy",49,"ZO4978BE"
"44",0.286420224346231,"correct","happy",44,"ZO4978BE"
"33",0.518739758019278,"correct","happy",33,"ZO4978BE"
"42",0.125562521937174,"false","happy",42,"ZO4978BE"
"41",0.288510289093143,"correct","happy",41,"ZO4978BE"
"36",0.464471023441227,"correct","happy",36,"ZO4978BE"
"111",NA,NA,NA,NA,"ZO4978BE"
"211",NA,NA,NA,NA,"ZO4978BE"
