"","rt","response","stim","trial_num","code"
"1",NA,NA,NA,NA,"WH6778UE"
"2",NA,NA,NA,NA,"WH6778UE"
"3",NA,NA,NA,NA,"WH6778UE"
"4",NA,NA,NA,NA,"WH6778UE"
"310",0.376777490485997,"correct","sad",3,"WH6778UE"
"58",0.239912049477766,"correct","happy",58,"WH6778UE"
"25",0.867477636185861,"correct","sad",25,"WH6778UE"
"410",0.130028626011767,"correct","sad",4,"WH6778UE"
"110",0.524654376923637,"correct","sad",1,"WH6778UE"
"21",0.103665396805365,"false","sad",21,"WH6778UE"
"5",0.859422260563761,"correct","sad",5,"WH6778UE"
"40",0.610967785023126,"false","happy",40,"WH6778UE"
"26",0.441736389851943,"correct","sad",26,"WH6778UE"
"22",1.02535319120374,"correct","sad",22,"WH6778UE"
"33",0.520937234864035,"false","happy",33,"WH6778UE"
"29",0.442000548694772,"false","sad",29,"WH6778UE"
"54",0.299629916411426,"correct","happy",54,"WH6778UE"
"27",0.730174868230977,"false","sad",27,"WH6778UE"
"49",0.783734623258568,"correct","happy",49,"WH6778UE"
"53",0.0804300783713423,"correct","happy",53,"WH6778UE"
"41",0.247748640660099,"correct","happy",41,"WH6778UE"
"18",1.05157354322623,"correct","sad",18,"WH6778UE"
"36",0.160535138095619,"false","happy",36,"WH6778UE"
"28",0.432732464046903,"correct","sad",28,"WH6778UE"
"43",0.349052792571296,"false","happy",43,"WH6778UE"
"59",1.36843536206148,"correct","happy",59,"WH6778UE"
"35",0.447688700136926,"correct","happy",35,"WH6778UE"
"9",0.15095609151454,"correct","sad",9,"WH6778UE"
"39",0.398563721344463,"correct","happy",39,"WH6778UE"
"14",0.273874479262116,"false","sad",14,"WH6778UE"
"37",0.204057343843378,"correct","happy",37,"WH6778UE"
"57",0.193450724791538,"correct","happy",57,"WH6778UE"
"51",0.870008688546631,"false","happy",51,"WH6778UE"
"47",1.38356629943712,"correct","happy",47,"WH6778UE"
"12",0.402939345525805,"correct","sad",12,"WH6778UE"
"20",0.39551648758759,"correct","sad",20,"WH6778UE"
"8",0.3164134575556,"correct","sad",8,"WH6778UE"
"38",0.1235801314459,"correct","happy",38,"WH6778UE"
"52",1.19311340975101,"correct","happy",52,"WH6778UE"
"55",0.236174167468816,"correct","happy",55,"WH6778UE"
"17",0.396204143211946,"correct","sad",17,"WH6778UE"
"48",0.779811294453331,"correct","happy",48,"WH6778UE"
"10",0.374643581851821,"correct","sad",10,"WH6778UE"
"19",NA,NA,"sad",19,"WH6778UE"
"45",0.217477903161405,"correct","happy",45,"WH6778UE"
"60",0.497247803203727,"correct","happy",60,"WH6778UE"
"15",0.204919037223338,"correct","sad",15,"WH6778UE"
"42",0.698765586363264,"correct","happy",42,"WH6778UE"
"34",0.342672918457208,"correct","happy",34,"WH6778UE"
"46",0.165041291726921,"correct","happy",46,"WH6778UE"
"24",0.11116099064064,"false","sad",24,"WH6778UE"
"7",NA,NA,"sad",7,"WH6778UE"
"13",0.0817418590565644,"correct","sad",13,"WH6778UE"
"32",0.114512067556174,"false","happy",32,"WH6778UE"
"210",0.333394480872585,"correct","sad",2,"WH6778UE"
"30",0.475687182179146,"correct","sad",30,"WH6778UE"
"31",0.144522874486349,"false","happy",31,"WH6778UE"
"6",0.537587460128398,"correct","sad",6,"WH6778UE"
"11",1.15433093400028,"correct","sad",11,"WH6778UE"
"50",0.982313483503487,"correct","happy",50,"WH6778UE"
"23",0.459097322283028,"false","sad",23,"WH6778UE"
"16",0.178672737226912,"correct","sad",16,"WH6778UE"
"56",0.191240600942142,"correct","happy",56,"WH6778UE"
"44",0.742833869056376,"correct","happy",44,"WH6778UE"
"111",NA,NA,NA,NA,"WH6778UE"
"211",NA,NA,NA,NA,"WH6778UE"
