"","rt","response","stim","trial_num","code"
"1",NA,NA,NA,NA,"BC2473OB"
"2",NA,NA,NA,NA,"BC2473OB"
"3",NA,NA,NA,NA,"BC2473OB"
"4",NA,NA,NA,NA,"BC2473OB"
"60",0.29549467434236,"correct","happy",60,"BC2473OB"
"25",0.552341129017886,"correct","sad",25,"BC2473OB"
"33",0.132335999481563,"correct","happy",33,"BC2473OB"
"51",NA,NA,"happy",51,"BC2473OB"
"11",NA,NA,"sad",11,"BC2473OB"
"43",1.26007581092578,"correct","happy",43,"BC2473OB"
"36",0.40393161840574,"correct","happy",36,"BC2473OB"
"30",0.564734107012442,"false","sad",30,"BC2473OB"
"52",0.411662465074114,"correct","happy",52,"BC2473OB"
"7",0.42785830958655,"false","sad",7,"BC2473OB"
"18",0.587360199289631,"false","sad",18,"BC2473OB"
"27",0.189608043746083,"correct","sad",27,"BC2473OB"
"210",0.332099615605514,"false","sad",2,"BC2473OB"
"42",0.21690812656706,"correct","happy",42,"BC2473OB"
"57",0.93389480433462,"correct","happy",57,"BC2473OB"
"19",0.929585004026427,"correct","sad",19,"BC2473OB"
"38",0.742521915546086,"correct","happy",38,"BC2473OB"
"49",0.184462652638274,"correct","happy",49,"BC2473OB"
"16",0.250565320365525,"correct","sad",16,"BC2473OB"
"14",0.272473298136271,"false","sad",14,"BC2473OB"
"55",NA,NA,"happy",55,"BC2473OB"
"53",0.362242127741905,"correct","happy",53,"BC2473OB"
"21",0.13229423130858,"correct","sad",21,"BC2473OB"
"58",0.841180956686655,"false","happy",58,"BC2473OB"
"22",0.195584859469986,"false","sad",22,"BC2473OB"
"29",0.742188269551056,"false","sad",29,"BC2473OB"
"13",0.457312094769191,"correct","sad",13,"BC2473OB"
"47",0.463260571855967,"correct","happy",47,"BC2473OB"
"20",0.472988789664039,"false","sad",20,"BC2473OB"
"12",0.338198927417683,"correct","sad",12,"BC2473OB"
"110",0.914072559712477,"false","sad",1,"BC2473OB"
"35",0.235223130553891,"correct","happy",35,"BC2473OB"
"10",0.871082794086722,"false","sad",10,"BC2473OB"
"39",0.915451777802826,"correct","happy",39,"BC2473OB"
"34",0.512490586666294,"correct","happy",34,"BC2473OB"
"15",0.834920731171594,"correct","sad",15,"BC2473OB"
"28",0.17876398504892,"correct","sad",28,"BC2473OB"
"410",NA,NA,"sad",4,"BC2473OB"
"9",0.627685470556389,"false","sad",9,"BC2473OB"
"44",0.484875128349254,"correct","happy",44,"BC2473OB"
"54",0.378955478569158,"correct","happy",54,"BC2473OB"
"24",0.687709923788886,"false","sad",24,"BC2473OB"
"5",0.300258272822523,"correct","sad",5,"BC2473OB"
"40",0.506039941454634,"correct","happy",40,"BC2473OB"
"59",0.833817975660737,"correct","happy",59,"BC2473OB"
"31",0.246107485359566,"correct","happy",31,"BC2473OB"
"26",0.375994659580268,"correct","sad",26,"BC2473OB"
"56",0.314467324441015,"correct","happy",56,"BC2473OB"
"32",0.296941798352982,"correct","happy",32,"BC2473OB"
"6",0.23926689498169,"false","sad",6,"BC2473OB"
"8",0.184143854509437,"false","sad",8,"BC2473OB"
"41",0.33120629846967,"false","happy",41,"BC2473OB"
"45",0.394852346138488,"correct","happy",45,"BC2473OB"
"48",0.567066613788899,"correct","happy",48,"BC2473OB"
"50",0.363029347140536,"false","happy",50,"BC2473OB"
"23",0.577870739879058,"correct","sad",23,"BC2473OB"
"46",0.382516053168922,"false","happy",46,"BC2473OB"
"37",0.113734744525399,"correct","happy",37,"BC2473OB"
"17",1.20745667186034,"correct","sad",17,"BC2473OB"
"310",0.435600779129112,"correct","sad",3,"BC2473OB"
"111",NA,NA,NA,NA,"BC2473OB"
"211",NA,NA,NA,NA,"BC2473OB"
