"","rt","response","stim","trial_num","code"
"1",NA,NA,NA,NA,"RT1782UC"
"2",NA,NA,NA,NA,"RT1782UC"
"3",NA,NA,NA,NA,"RT1782UC"
"4",NA,NA,NA,NA,"RT1782UC"
"36",1.03317902602314,"correct","happy",36,"RT1782UC"
"30",0.129236215939511,"correct","sad",30,"RT1782UC"
"26",0.303953002031566,"false","sad",26,"RT1782UC"
"55",0.254874039581954,"correct","happy",55,"RT1782UC"
"34",0.766542190778095,"correct","happy",34,"RT1782UC"
"52",0.467014770374215,"correct","happy",52,"RT1782UC"
"5",0.14166767612042,"correct","sad",5,"RT1782UC"
"60",0.420227842256601,"correct","happy",60,"RT1782UC"
"44",0.161861085649049,"correct","happy",44,"RT1782UC"
"310",0.171665436668992,"correct","sad",3,"RT1782UC"
"38",0.218031416852619,"false","happy",38,"RT1782UC"
"35",1.34706632800991,"correct","happy",35,"RT1782UC"
"23",0.389833754657601,"false","sad",23,"RT1782UC"
"15",0.0834183231556861,"correct","sad",15,"RT1782UC"
"49",1.32402137984323,"false","happy",49,"RT1782UC"
"58",0.660259723329565,"correct","happy",58,"RT1782UC"
"54",1.05057815693572,"correct","happy",54,"RT1782UC"
"51",0.259610043995878,"correct","happy",51,"RT1782UC"
"13",0.10069155157215,"correct","sad",13,"RT1782UC"
"46",0.174528044912816,"false","happy",46,"RT1782UC"
"42",0.28013625779257,"correct","happy",42,"RT1782UC"
"16",0.619190429949339,"correct","sad",16,"RT1782UC"
"11",0.410467908629896,"correct","sad",11,"RT1782UC"
"110",0.478947768644042,"false","sad",1,"RT1782UC"
"37",0.215695705555654,"correct","happy",37,"RT1782UC"
"14",0.447520246852338,"correct","sad",14,"RT1782UC"
"33",1.03202590967119,"correct","happy",33,"RT1782UC"
"29",0.289308760152262,"correct","sad",29,"RT1782UC"
"210",0.393746501468542,"false","sad",2,"RT1782UC"
"45",0.445970155883825,"correct","happy",45,"RT1782UC"
"6",0.350931463188579,"correct","sad",6,"RT1782UC"
"21",0.324315971563527,"false","sad",21,"RT1782UC"
"25",0.0763121595191489,"correct","sad",25,"RT1782UC"
"8",0.736033535359834,"correct","sad",8,"RT1782UC"
"43",0.609239179083348,"correct","happy",43,"RT1782UC"
"17",0.285802449393592,"correct","sad",17,"RT1782UC"
"53",0.788677844014416,"correct","happy",53,"RT1782UC"
"24",1.03725413698525,"correct","sad",24,"RT1782UC"
"19",0.188371867183123,"false","sad",19,"RT1782UC"
"22",0.22285162125065,"correct","sad",22,"RT1782UC"
"12",0.335836979735223,"correct","sad",12,"RT1782UC"
"10",0.534116188730978,"correct","sad",10,"RT1782UC"
"20",1.18516036905522,"correct","sad",20,"RT1782UC"
"28",0.226568365209858,"correct","sad",28,"RT1782UC"
"18",0.588272185043927,"correct","sad",18,"RT1782UC"
"50",0.989985111802307,"correct","happy",50,"RT1782UC"
"7",0.314985870412175,"correct","sad",7,"RT1782UC"
"27",0.844425677899578,"correct","sad",27,"RT1782UC"
"40",0.222442704201286,"correct","happy",40,"RT1782UC"
"59",0.591442396760389,"correct","happy",59,"RT1782UC"
"410",0.195845218089256,"correct","sad",4,"RT1782UC"
"31",0.447641189206126,"correct","happy",31,"RT1782UC"
"41",0.123955435094119,"false","happy",41,"RT1782UC"
"48",0.33714369833594,"false","happy",48,"RT1782UC"
"56",0.810772294996196,"correct","happy",56,"RT1782UC"
"57",0.388306648616632,"correct","happy",57,"RT1782UC"
"47",0.319996944706999,"false","happy",47,"RT1782UC"
"9",0.170796311442629,"correct","sad",9,"RT1782UC"
"32",0.485461292588293,"false","happy",32,"RT1782UC"
"39",0.428380561721269,"correct","happy",39,"RT1782UC"
"111",NA,NA,NA,NA,"RT1782UC"
"211",NA,NA,NA,NA,"RT1782UC"
