"","rt","response","stim","trial_num","code"
"1",NA,NA,NA,NA,"QX1638WA"
"2",NA,NA,NA,NA,"QX1638WA"
"3",NA,NA,NA,NA,"QX1638WA"
"4",NA,NA,NA,NA,"QX1638WA"
"9",0.36079287331666,"correct","sad",9,"QX1638WA"
"34",0.105185611830214,"correct","happy",34,"QX1638WA"
"7",0.38370129060485,"false","sad",7,"QX1638WA"
"27",0.274284763380472,"false","sad",27,"QX1638WA"
"28",0.274164743010455,"correct","sad",28,"QX1638WA"
"10",0.959455051904636,"correct","sad",10,"QX1638WA"
"11",0.686484118710434,"correct","sad",11,"QX1638WA"
"13",0.455900363306188,"correct","sad",13,"QX1638WA"
"410",0.151939040001881,"false","sad",4,"QX1638WA"
"47",0.396263497919453,"correct","happy",47,"QX1638WA"
"210",1.05952638096493,"correct","sad",2,"QX1638WA"
"48",0.207992823518752,"correct","happy",48,"QX1638WA"
"14",0.237556924938139,"false","sad",14,"QX1638WA"
"36",0.414212339610003,"correct","happy",36,"QX1638WA"
"40",0.299549401759216,"false","happy",40,"QX1638WA"
"19",0.104912209653385,"correct","sad",19,"QX1638WA"
"30",0.645644219235392,"correct","sad",30,"QX1638WA"
"37",1.12798911641729,"correct","happy",37,"QX1638WA"
"24",0.56958277446846,"correct","sad",24,"QX1638WA"
"45",0.173917217037618,"false","happy",45,"QX1638WA"
"58",0.147905921139801,"correct","happy",58,"QX1638WA"
"32",0.766965666558203,"correct","happy",32,"QX1638WA"
"44",0.406166161994314,"correct","happy",44,"QX1638WA"
"31",0.60091266074561,"correct","happy",31,"QX1638WA"
"310",0.120824872087854,"false","sad",3,"QX1638WA"
"41",0.327531009923812,"correct","happy",41,"QX1638WA"
"59",0.602658609038777,"correct","happy",59,"QX1638WA"
"6",0.24536246577968,"false","sad",6,"QX1638WA"
"23",0.100586328381797,"false","sad",23,"QX1638WA"
"8",0.502751078573687,"correct","sad",8,"QX1638WA"
"54",0.487484690024317,"correct","happy",54,"QX1638WA"
"57",0.373409587053933,"correct","happy",57,"QX1638WA"
"39",0.169597667807117,"correct","happy",39,"QX1638WA"
"18",0.525150556756494,"false","sad",18,"QX1638WA"
"55",0.439867400269264,"correct","happy",55,"QX1638WA"
"16",0.129852046910439,"correct","sad",16,"QX1638WA"
"22",0.865471807413109,"false","sad",22,"QX1638WA"
"21",0.946054541714788,"false","sad",21,"QX1638WA"
"5",0.120287791018829,"false","sad",5,"QX1638WA"
"12",0.292117842653488,"correct","sad",12,"QX1638WA"
"20",NA,NA,"sad",20,"QX1638WA"
"33",0.133903614002549,"correct","happy",33,"QX1638WA"
"35",0.195518771714654,"false","happy",35,"QX1638WA"
"38",0.472359848588444,"false","happy",38,"QX1638WA"
"26",0.51680251901089,"correct","sad",26,"QX1638WA"
"60",0.70355547195027,"correct","happy",60,"QX1638WA"
"43",0.204033208831543,"correct","happy",43,"QX1638WA"
"56",0.24310268815082,"correct","happy",56,"QX1638WA"
"49",0.595390174913564,"correct","happy",49,"QX1638WA"
"53",0.451289013071652,"correct","happy",53,"QX1638WA"
"46",0.831144899689544,"false","happy",46,"QX1638WA"
"42",0.372734753933308,"false","happy",42,"QX1638WA"
"17",0.132156616835673,"correct","sad",17,"QX1638WA"
"25",1.25860472376462,"correct","sad",25,"QX1638WA"
"51",0.39743572237197,"correct","happy",51,"QX1638WA"
"29",0.954586925210622,"correct","sad",29,"QX1638WA"
"50",1.2597658169595,"false","happy",50,"QX1638WA"
"15",0.745075408893871,"correct","sad",15,"QX1638WA"
"52",0.319697739854331,"correct","happy",52,"QX1638WA"
"110",0.409333905663161,"correct","sad",1,"QX1638WA"
"111",NA,NA,NA,NA,"QX1638WA"
"211",NA,NA,NA,NA,"QX1638WA"
