"","rt","response","stim","trial_num","code"
"1",NA,NA,NA,NA,"NJ3997JG"
"2",NA,NA,NA,NA,"NJ3997JG"
"3",NA,NA,NA,NA,"NJ3997JG"
"4",NA,NA,NA,NA,"NJ3997JG"
"22",0.663569192551552,"correct","sad",22,"NJ3997JG"
"35",0.702758523932042,"correct","happy",35,"NJ3997JG"
"8",0.666911092598592,"correct","sad",8,"NJ3997JG"
"33",0.297776458620314,"correct","happy",33,"NJ3997JG"
"60",0.19827920562981,"false","happy",60,"NJ3997JG"
"51",0.264405097551931,"false","happy",51,"NJ3997JG"
"20",0.617315019332726,"false","sad",20,"NJ3997JG"
"19",0.167118229634037,"correct","sad",19,"NJ3997JG"
"14",1.31295490849301,"correct","sad",14,"NJ3997JG"
"27",1.00375957722196,"correct","sad",27,"NJ3997JG"
"210",0.519872713949913,"correct","sad",2,"NJ3997JG"
"56",0.849051585832196,"correct","happy",56,"NJ3997JG"
"21",0.845173064777603,"correct","sad",21,"NJ3997JG"
"18",1.08546741892396,"correct","sad",18,"NJ3997JG"
"12",0.869695050475087,"false","sad",12,"NJ3997JG"
"410",0.636456128352134,"correct","sad",4,"NJ3997JG"
"57",0.149788119018258,"correct","happy",57,"NJ3997JG"
"55",0.963165226163901,"correct","happy",55,"NJ3997JG"
"10",1.06150468671705,"correct","sad",10,"NJ3997JG"
"37",0.233962412477362,"correct","happy",37,"NJ3997JG"
"16",0.410326987919502,"correct","sad",16,"NJ3997JG"
"46",0.203914812068752,"correct","happy",46,"NJ3997JG"
"48",0.603500345627609,"correct","happy",48,"NJ3997JG"
"40",0.42557896493264,"false","happy",40,"NJ3997JG"
"42",1.31561429461147,"false","happy",42,"NJ3997JG"
"50",0.107474123072871,"correct","happy",50,"NJ3997JG"
"39",1.38654246560715,"correct","happy",39,"NJ3997JG"
"9",0.859493676847005,"correct","sad",9,"NJ3997JG"
"54",0.381535855090674,"false","happy",54,"NJ3997JG"
"7",0.223853558293538,"false","sad",7,"NJ3997JG"
"59",0.135293502317462,"correct","happy",59,"NJ3997JG"
"53",0.414547190447125,"correct","happy",53,"NJ3997JG"
"15",1.05099403134343,"correct","sad",15,"NJ3997JG"
"58",0.2186807762495,"false","happy",58,"NJ3997JG"
"5",0.408968592236065,"false","sad",5,"NJ3997JG"
"11",0.216336170487256,"false","sad",11,"NJ3997JG"
"45",0.168600458320364,"correct","happy",45,"NJ3997JG"
"36",0.520626816940286,"correct","happy",36,"NJ3997JG"
"23",0.188178196118018,"correct","sad",23,"NJ3997JG"
"13",0.478048866153977,"correct","sad",13,"NJ3997JG"
"31",0.323364669857665,"correct","happy",31,"NJ3997JG"
"28",0.161457729389512,"correct","sad",28,"NJ3997JG"
"24",NA,NA,"sad",24,"NJ3997JG"
"25",0.25244506063805,"correct","sad",25,"NJ3997JG"
"30",0.450538000805767,"correct","sad",30,"NJ3997JG"
"17",0.617891047216789,"correct","sad",17,"NJ3997JG"
"6",0.272388083171277,"false","sad",6,"NJ3997JG"
"52",0.271184646655248,"correct","happy",52,"NJ3997JG"
"49",0.416425920453413,"correct","happy",49,"NJ3997JG"
"26",0.70793722259321,"correct","sad",26,"NJ3997JG"
"32",0.348266194017322,"correct","happy",32,"NJ3997JG"
"38",0.545890490642252,"correct","happy",38,"NJ3997JG"
"110",0.292926855531447,"correct","sad",1,"NJ3997JG"
"29",0.0715635537489141,"false","sad",29,"NJ3997JG"
"44",0.155117921572472,"correct","happy",44,"NJ3997JG"
"41",1.0543113230541,"correct","happy",41,"NJ3997JG"
"34",0.400441725703829,"correct","happy",34,"NJ3997JG"
"47",0.284491218799223,"correct","happy",47,"NJ3997JG"
"43",0.14887192126778,"correct","happy",43,"NJ3997JG"
"310",0.0700497059783178,"correct","sad",3,"NJ3997JG"
"111",NA,NA,NA,NA,"NJ3997JG"
"211",NA,NA,NA,NA,"NJ3997JG"
