"","rt","response","stim","trial_num","code"
"1",NA,NA,NA,NA,"JF9268UR"
"2",NA,NA,NA,NA,"JF9268UR"
"3",NA,NA,NA,NA,"JF9268UR"
"4",NA,NA,NA,NA,"JF9268UR"
"49",0.127577225685939,"correct","happy",49,"JF9268UR"
"53",0.323638587286324,"correct","happy",53,"JF9268UR"
"24",0.193403828139629,"correct","sad",24,"JF9268UR"
"16",0.279243493794194,"correct","sad",16,"JF9268UR"
"6",0.72198714167902,"correct","sad",6,"JF9268UR"
"12",0.134843465962574,"correct","sad",12,"JF9268UR"
"43",0.278285348178629,"correct","happy",43,"JF9268UR"
"51",0.933389224736313,"correct","happy",51,"JF9268UR"
"32",0.151971942073463,"false","happy",32,"JF9268UR"
"15",0.520361222380639,"correct","sad",15,"JF9268UR"
"210",NA,NA,"sad",2,"JF9268UR"
"58",0.398516876012547,"correct","happy",58,"JF9268UR"
"50",0.434772029541698,"correct","happy",50,"JF9268UR"
"5",0.22318269028401,"false","sad",5,"JF9268UR"
"19",0.737167227337987,"correct","sad",19,"JF9268UR"
"20",0.408595181797159,"correct","sad",20,"JF9268UR"
"30",0.552699963165136,"false","sad",30,"JF9268UR"
"37",0.257667988615935,"correct","happy",37,"JF9268UR"
"410",1.27387644586551,"correct","sad",4,"JF9268UR"
"59",1.08864232374448,"correct","happy",59,"JF9268UR"
"22",0.659246834442315,"correct","sad",22,"JF9268UR"
"57",0.666297833059789,"correct","happy",57,"JF9268UR"
"38",0.415188055638973,"correct","happy",38,"JF9268UR"
"31",0.551054439218758,"correct","happy",31,"JF9268UR"
"14",0.807037937971127,"correct","sad",14,"JF9268UR"
"44",0.174107872917267,"correct","happy",44,"JF9268UR"
"310",0.236467796101645,"correct","sad",3,"JF9268UR"
"45",0.127690008287913,"correct","happy",45,"JF9268UR"
"9",0.277234856292585,"correct","sad",9,"JF9268UR"
"8",0.126161296114155,"correct","sad",8,"JF9268UR"
"10",0.383361237867042,"correct","sad",10,"JF9268UR"
"46",0.187263692955951,"correct","happy",46,"JF9268UR"
"36",0.107372042652919,"false","happy",36,"JF9268UR"
"23",0.218400370712753,"correct","sad",23,"JF9268UR"
"18",0.256156078100586,"correct","sad",18,"JF9268UR"
"21",0.727969841544616,"correct","sad",21,"JF9268UR"
"52",0.226266946735114,"correct","happy",52,"JF9268UR"
"11",0.7639579371866,"correct","sad",11,"JF9268UR"
"54",0.204279918767973,"correct","happy",54,"JF9268UR"
"39",0.425682348801666,"correct","happy",39,"JF9268UR"
"110",1.16676648286761,"correct","sad",1,"JF9268UR"
"17",1.20764740134319,"correct","sad",17,"JF9268UR"
"42",0.387088216222282,"correct","happy",42,"JF9268UR"
"33",0.196948643057322,"correct","happy",33,"JF9268UR"
"35",NA,NA,"happy",35,"JF9268UR"
"26",0.478643792713562,"correct","sad",26,"JF9268UR"
"28",0.521568008123972,"correct","sad",28,"JF9268UR"
"56",0.130842095690243,"correct","happy",56,"JF9268UR"
"60",0.438433116186056,"false","happy",60,"JF9268UR"
"29",0.534039224275752,"correct","sad",29,"JF9268UR"
"47",0.191903467727865,"correct","happy",47,"JF9268UR"
"40",0.625670114774031,"correct","happy",40,"JF9268UR"
"34",0.615717329643743,"false","happy",34,"JF9268UR"
"55",0.325431653357149,"correct","happy",55,"JF9268UR"
"25",0.055367436998059,"correct","sad",25,"JF9268UR"
"7",0.176302614998066,"correct","sad",7,"JF9268UR"
"13",0.108579158968908,"false","sad",13,"JF9268UR"
"41",0.172767126216958,"correct","happy",41,"JF9268UR"
"27",0.721221118695976,"correct","sad",27,"JF9268UR"
"48",0.24824127415706,"false","happy",48,"JF9268UR"
"111",NA,NA,NA,NA,"JF9268UR"
"211",NA,NA,NA,NA,"JF9268UR"
