"","rt","response","stim","trial_num","code"
"1",NA,NA,NA,NA,"MB4541DC"
"2",NA,NA,NA,NA,"MB4541DC"
"3",NA,NA,NA,NA,"MB4541DC"
"4",NA,NA,NA,NA,"MB4541DC"
"49",0.714615531227892,"correct","happy",49,"MB4541DC"
"48",0.188575212145141,"correct","happy",48,"MB4541DC"
"37",0.264859832154271,"correct","happy",37,"MB4541DC"
"44",0.594640999603515,"correct","happy",44,"MB4541DC"
"28",0.330051549984198,"false","sad",28,"MB4541DC"
"55",0.547069925022036,"correct","happy",55,"MB4541DC"
"58",0.274389506246898,"correct","happy",58,"MB4541DC"
"110",0.715744340768438,"false","sad",1,"MB4541DC"
"7",0.106346921084658,"correct","sad",7,"MB4541DC"
"30",0.445537088197757,"false","sad",30,"MB4541DC"
"41",0.311625780742746,"false","happy",41,"MB4541DC"
"24",0.333009918830685,"false","sad",24,"MB4541DC"
"56",0.151622222575262,"correct","happy",56,"MB4541DC"
"35",0.382584841323579,"correct","happy",35,"MB4541DC"
"52",0.540015245572853,"correct","happy",52,"MB4541DC"
"5",1.16613784857052,"correct","sad",5,"MB4541DC"
"47",0.375198510926577,"correct","happy",47,"MB4541DC"
"21",0.280107657582886,"correct","sad",21,"MB4541DC"
"51",1.28319786876118,"correct","happy",51,"MB4541DC"
"38",0.109946163833789,"correct","happy",38,"MB4541DC"
"29",0.22868120924462,"correct","sad",29,"MB4541DC"
"57",0.350257896457105,"correct","happy",57,"MB4541DC"
"34",0.539237973394316,"correct","happy",34,"MB4541DC"
"60",0.374040444166791,"correct","happy",60,"MB4541DC"
"53",0.743679286932002,"correct","happy",53,"MB4541DC"
"40",0.45618912978685,"correct","happy",40,"MB4541DC"
"39",0.231339173743588,"correct","happy",39,"MB4541DC"
"50",0.545332111740901,"false","happy",50,"MB4541DC"
"27",1.23950332679557,"false","sad",27,"MB4541DC"
"26",0.256480550816141,"correct","sad",26,"MB4541DC"
"32",0.511375399426646,"correct","happy",32,"MB4541DC"
"410",0.42904408601822,"false","sad",4,"MB4541DC"
"11",0.453330158047083,"correct","sad",11,"MB4541DC"
"20",0.43902551218755,"correct","sad",20,"MB4541DC"
"19",0.497088886693027,"correct","sad",19,"MB4541DC"
"25",0.16372508110986,"correct","sad",25,"MB4541DC"
"17",0.557844153220159,"correct","sad",17,"MB4541DC"
"9",0.160000560927806,"correct","sad",9,"MB4541DC"
"33",1.35652825129231,"correct","happy",33,"MB4541DC"
"310",0.574506351430495,"false","sad",3,"MB4541DC"
"6",0.275823947410629,"false","sad",6,"MB4541DC"
"12",0.240840340886646,"correct","sad",12,"MB4541DC"
"22",0.123588844109182,"correct","sad",22,"MB4541DC"
"14",0.389926086835448,"correct","sad",14,"MB4541DC"
"8",0.594961152740467,"correct","sad",8,"MB4541DC"
"210",1.07910987384532,"correct","sad",2,"MB4541DC"
"46",0.144231657151047,"correct","happy",46,"MB4541DC"
"43",0.362126976530897,"correct","happy",43,"MB4541DC"
"54",0.175257221917773,"correct","happy",54,"MB4541DC"
"31",0.592851644576628,"correct","happy",31,"MB4541DC"
"18",0.420791646570864,"false","sad",18,"MB4541DC"
"42",0.5948159393171,"correct","happy",42,"MB4541DC"
"59",0.325190836246893,"false","happy",59,"MB4541DC"
"36",0.747903259424015,"correct","happy",36,"MB4541DC"
"13",0.502005180384538,"false","sad",13,"MB4541DC"
"10",0.340073127812579,"correct","sad",10,"MB4541DC"
"16",0.843796161905694,"false","sad",16,"MB4541DC"
"45",0.742509329683319,"correct","happy",45,"MB4541DC"
"15",0.395500029567706,"correct","sad",15,"MB4541DC"
"23",0.243975524904485,"false","sad",23,"MB4541DC"
"111",NA,NA,NA,NA,"MB4541DC"
"211",NA,NA,NA,NA,"MB4541DC"
