"","rt","response","stim","trial_num","code"
"1",NA,NA,NA,NA,"EY4476TB"
"2",NA,NA,NA,NA,"EY4476TB"
"3",NA,NA,NA,NA,"EY4476TB"
"4",NA,NA,NA,NA,"EY4476TB"
"35",0.179650619539377,"correct","happy",35,"EY4476TB"
"7",0.736771695389486,"correct","sad",7,"EY4476TB"
"44",0.462716677351383,"false","happy",44,"EY4476TB"
"34",0.750942940460549,"correct","happy",34,"EY4476TB"
"12",0.692270587234927,"correct","sad",12,"EY4476TB"
"37",0.271474551467785,"correct","happy",37,"EY4476TB"
"30",0.255616261960342,"correct","sad",30,"EY4476TB"
"31",0.122142200407642,"correct","happy",31,"EY4476TB"
"20",0.290567899357894,"correct","sad",20,"EY4476TB"
"29",0.628518786889841,"false","sad",29,"EY4476TB"
"54",0.641025411146867,"correct","happy",54,"EY4476TB"
"6",0.579311266862476,"correct","sad",6,"EY4476TB"
"10",0.715652489114587,"correct","sad",10,"EY4476TB"
"24",0.914255923051375,"correct","sad",24,"EY4476TB"
"14",1.35410277808399,"correct","sad",14,"EY4476TB"
"45",0.301249973306718,"correct","happy",45,"EY4476TB"
"9",0.358462208768817,"correct","sad",9,"EY4476TB"
"43",0.294054186021977,"correct","happy",43,"EY4476TB"
"16",0.393903422200398,"correct","sad",16,"EY4476TB"
"47",0.50432858716822,"correct","happy",47,"EY4476TB"
"18",0.840972838634167,"false","sad",18,"EY4476TB"
"55",0.484336730918376,"correct","happy",55,"EY4476TB"
"50",1.04152705544136,"false","happy",50,"EY4476TB"
"310",0.654312648446885,"false","sad",3,"EY4476TB"
"48",0.25518719420679,"correct","happy",48,"EY4476TB"
"27",0.764898064397086,"correct","sad",27,"EY4476TB"
"32",0.128739429240228,"correct","happy",32,"EY4476TB"
"58",0.407245406643801,"correct","happy",58,"EY4476TB"
"40",0.669029887057964,"correct","happy",40,"EY4476TB"
"39",0.942073978056406,"false","happy",39,"EY4476TB"
"33",0.267280657621712,"correct","happy",33,"EY4476TB"
"51",0.56226914896389,"correct","happy",51,"EY4476TB"
"56",0.495376944852973,"false","happy",56,"EY4476TB"
"60",0.516127916392384,"correct","happy",60,"EY4476TB"
"57",0.494986696182816,"correct","happy",57,"EY4476TB"
"19",0.186190453272822,"false","sad",19,"EY4476TB"
"23",0.615545298672898,"false","sad",23,"EY4476TB"
"38",0.297416790444255,"false","happy",38,"EY4476TB"
"52",0.151205711321702,"correct","happy",52,"EY4476TB"
"26",0.815049795735907,"false","sad",26,"EY4476TB"
"110",0.365872085688635,"false","sad",1,"EY4476TB"
"22",0.113463222565561,"correct","sad",22,"EY4476TB"
"11",0.26216668978198,"false","sad",11,"EY4476TB"
"41",0.148386054910005,"correct","happy",41,"EY4476TB"
"8",0.22652181490965,"false","sad",8,"EY4476TB"
"410",0.854235940736965,"correct","sad",4,"EY4476TB"
"46",0.254068888493523,"correct","happy",46,"EY4476TB"
"53",0.158368233628281,"correct","happy",53,"EY4476TB"
"15",0.440521029472079,"false","sad",15,"EY4476TB"
"25",0.292038668642081,"correct","sad",25,"EY4476TB"
"210",0.87688616150566,"correct","sad",2,"EY4476TB"
"28",0.303176877230011,"correct","sad",28,"EY4476TB"
"13",0.237037684221579,"correct","sad",13,"EY4476TB"
"42",0.107888930794351,"correct","happy",42,"EY4476TB"
"17",0.170064581755956,"correct","sad",17,"EY4476TB"
"59",0.44745766081823,"correct","happy",59,"EY4476TB"
"36",1.04083845337667,"correct","happy",36,"EY4476TB"
"5",1.46939312370839,"correct","sad",5,"EY4476TB"
"21",1.24524118409595,"correct","sad",21,"EY4476TB"
"49",0.390903782712244,"correct","happy",49,"EY4476TB"
"111",NA,NA,NA,NA,"EY4476TB"
"211",NA,NA,NA,NA,"EY4476TB"
