"","rt","response","stim","trial_num","code"
"1",NA,NA,NA,NA,"DK2449RJ"
"2",NA,NA,NA,NA,"DK2449RJ"
"3",NA,NA,NA,NA,"DK2449RJ"
"4",NA,NA,NA,NA,"DK2449RJ"
"23",0.161482594690168,"false","sad",23,"DK2449RJ"
"29",1.12648596897682,"false","sad",29,"DK2449RJ"
"20",0.237078522417941,"correct","sad",20,"DK2449RJ"
"16",0.301869663155685,"correct","sad",16,"DK2449RJ"
"41",0.24106050099149,"correct","happy",41,"DK2449RJ"
"33",1.11039357628901,"correct","happy",33,"DK2449RJ"
"6",0.491666326153413,"false","sad",6,"DK2449RJ"
"54",0.247056051697167,"correct","happy",54,"DK2449RJ"
"40",NA,NA,"happy",40,"DK2449RJ"
"8",0.130472848808946,"correct","sad",8,"DK2449RJ"
"34",0.660001012857651,"correct","happy",34,"DK2449RJ"
"14",0.678146003556538,"correct","sad",14,"DK2449RJ"
"19",0.470728431305998,"correct","sad",19,"DK2449RJ"
"36",0.437844598473089,"correct","happy",36,"DK2449RJ"
"45",0.211346503201833,"correct","happy",45,"DK2449RJ"
"27",0.109949172532706,"correct","sad",27,"DK2449RJ"
"49",0.269058975927922,"false","happy",49,"DK2449RJ"
"21",0.266018693752798,"false","sad",21,"DK2449RJ"
"43",0.243438299120682,"correct","happy",43,"DK2449RJ"
"24",0.604502102324892,"correct","sad",24,"DK2449RJ"
"9",0.356671696405572,"correct","sad",9,"DK2449RJ"
"25",1.14723706509983,"false","sad",25,"DK2449RJ"
"37",0.222613333765878,"correct","happy",37,"DK2449RJ"
"59",0.329279408309363,"correct","happy",59,"DK2449RJ"
"58",0.254359703515828,"correct","happy",58,"DK2449RJ"
"53",0.27968312380262,"false","happy",53,"DK2449RJ"
"410",1.27421760364872,"false","sad",4,"DK2449RJ"
"44",0.27555093823145,"correct","happy",44,"DK2449RJ"
"12",0.0728342894332548,"correct","sad",12,"DK2449RJ"
"55",0.811793499980949,"correct","happy",55,"DK2449RJ"
"10",0.107969292450495,"false","sad",10,"DK2449RJ"
"60",0.108825646494269,"correct","happy",60,"DK2449RJ"
"46",0.938119231823172,"correct","happy",46,"DK2449RJ"
"42",0.334210189205651,"correct","happy",42,"DK2449RJ"
"51",0.807057203511018,"correct","happy",51,"DK2449RJ"
"310",0.901804062803118,"false","sad",3,"DK2449RJ"
"5",0.524776828677979,"correct","sad",5,"DK2449RJ"
"47",0.430038189717367,"correct","happy",47,"DK2449RJ"
"7",0.507238054200307,"correct","sad",7,"DK2449RJ"
"210",0.198627655345416,"correct","sad",2,"DK2449RJ"
"11",0.465611756775709,"false","sad",11,"DK2449RJ"
"26",0.197724307871532,"false","sad",26,"DK2449RJ"
"35",0.431031196838267,"correct","happy",35,"DK2449RJ"
"13",1.12293929761963,"false","sad",13,"DK2449RJ"
"56",0.10958570612952,"correct","happy",56,"DK2449RJ"
"52",0.177203828368901,"correct","happy",52,"DK2449RJ"
"110",0.485046052334976,"false","sad",1,"DK2449RJ"
"30",0.267368000940583,"false","sad",30,"DK2449RJ"
"39",0.295686430919343,"correct","happy",39,"DK2449RJ"
"38",0.255155615792813,"correct","happy",38,"DK2449RJ"
"32",0.250467004796307,"false","happy",32,"DK2449RJ"
"57",1.14280675313788,"correct","happy",57,"DK2449RJ"
"28",0.200780503638062,"false","sad",28,"DK2449RJ"
"18",0.616583383870369,"correct","sad",18,"DK2449RJ"
"48",0.509336833016051,"correct","happy",48,"DK2449RJ"
"17",0.309300788959678,"correct","sad",17,"DK2449RJ"
"15",0.26411851351744,"correct","sad",15,"DK2449RJ"
"31",0.378017801118925,"correct","happy",31,"DK2449RJ"
"22",0.886213093891461,"correct","sad",22,"DK2449RJ"
"50",1.01315923178388,"correct","happy",50,"DK2449RJ"
"111",NA,NA,NA,NA,"DK2449RJ"
"211",NA,NA,NA,NA,"DK2449RJ"
