"","rt","response","stim","trial_num","code"
"1",NA,NA,NA,NA,"ZH9515MC"
"2",NA,NA,NA,NA,"ZH9515MC"
"3",NA,NA,NA,NA,"ZH9515MC"
"4",NA,NA,NA,NA,"ZH9515MC"
"11",0.580742407926747,"false","sad",11,"ZH9515MC"
"22",0.141867484866386,"false","sad",22,"ZH9515MC"
"34",0.849171678541996,"correct","happy",34,"ZH9515MC"
"16",0.541353450555171,"correct","sad",16,"ZH9515MC"
"13",0.253252283834908,"correct","sad",13,"ZH9515MC"
"25",0.141950108521222,"correct","sad",25,"ZH9515MC"
"36",0.76838006309223,"correct","happy",36,"ZH9515MC"
"60",0.202523563088251,"correct","happy",60,"ZH9515MC"
"8",0.093242985566047,"correct","sad",8,"ZH9515MC"
"47",0.271578636714501,"correct","happy",47,"ZH9515MC"
"29",0.135961512723794,"false","sad",29,"ZH9515MC"
"33",0.0764243564231837,"correct","happy",33,"ZH9515MC"
"56",0.380151771230674,"correct","happy",56,"ZH9515MC"
"50",0.349964049944851,"correct","happy",50,"ZH9515MC"
"17",0.666573951270355,"correct","sad",17,"ZH9515MC"
"38",0.825867013199624,"correct","happy",38,"ZH9515MC"
"43",0.776560806765758,"false","happy",43,"ZH9515MC"
"41",0.0709587715168273,"correct","happy",41,"ZH9515MC"
"310",0.262865525015545,"correct","sad",3,"ZH9515MC"
"410",0.466445687023929,"correct","sad",4,"ZH9515MC"
"37",0.21368471674628,"correct","happy",37,"ZH9515MC"
"21",0.57243715691924,"correct","sad",21,"ZH9515MC"
"40",0.384787778675343,"correct","happy",40,"ZH9515MC"
"52",0.423226256735192,"correct","happy",52,"ZH9515MC"
"14",0.261141118848927,"correct","sad",14,"ZH9515MC"
"45",1.46833861327363,"correct","happy",45,"ZH9515MC"
"20",0.398354592749021,"correct","sad",20,"ZH9515MC"
"27",0.453964136937678,"false","sad",27,"ZH9515MC"
"110",0.438879728066053,"correct","sad",1,"ZH9515MC"
"46",0.388113847205897,"correct","happy",46,"ZH9515MC"
"57",0.215609489187529,"correct","happy",57,"ZH9515MC"
"28",NA,NA,"sad",28,"ZH9515MC"
"48",0.896498763895326,"correct","happy",48,"ZH9515MC"
"19",0.201169390825179,"correct","sad",19,"ZH9515MC"
"5",0.736562953507998,"false","sad",5,"ZH9515MC"
"10",0.547461711358254,"correct","sad",10,"ZH9515MC"
"35",0.511028725861615,"correct","happy",35,"ZH9515MC"
"23",0.0989610713565909,"correct","sad",23,"ZH9515MC"
"9",NA,NA,"sad",9,"ZH9515MC"
"53",0.358768732265645,"correct","happy",53,"ZH9515MC"
"18",0.963731122965739,"correct","sad",18,"ZH9515MC"
"24",1.39057218493407,"false","sad",24,"ZH9515MC"
"26",0.155731739746098,"correct","sad",26,"ZH9515MC"
"51",0.233620503741266,"correct","happy",51,"ZH9515MC"
"32",0.702067456640236,"correct","happy",32,"ZH9515MC"
"31",0.465036608064604,"correct","happy",31,"ZH9515MC"
"58",1.2427154460345,"correct","happy",58,"ZH9515MC"
"59",0.293409166471805,"correct","happy",59,"ZH9515MC"
"30",0.368307983473172,"correct","sad",30,"ZH9515MC"
"39",0.0963858943112418,"correct","happy",39,"ZH9515MC"
"6",0.434303964183466,"false","sad",6,"ZH9515MC"
"7",1.10872264915953,"false","sad",7,"ZH9515MC"
"210",0.29149031382773,"correct","sad",2,"ZH9515MC"
"15",0.393789601354154,"false","sad",15,"ZH9515MC"
"49",1.23248319022784,"correct","happy",49,"ZH9515MC"
"12",0.49759176619681,"false","sad",12,"ZH9515MC"
"54",0.662993323255975,"false","happy",54,"ZH9515MC"
"55",0.586387395665323,"correct","happy",55,"ZH9515MC"
"44",0.164374040373205,"false","happy",44,"ZH9515MC"
"42",0.345522403349484,"correct","happy",42,"ZH9515MC"
"111",NA,NA,NA,NA,"ZH9515MC"
"211",NA,NA,NA,NA,"ZH9515MC"
