"","rt","response","stim","trial_num","code"
"1",NA,NA,NA,NA,"RI3832JN"
"2",NA,NA,NA,NA,"RI3832JN"
"3",NA,NA,NA,NA,"RI3832JN"
"4",NA,NA,NA,NA,"RI3832JN"
"5",0.537422300247792,"false","sad",5,"RI3832JN"
"16",0.437551259844356,"correct","sad",16,"RI3832JN"
"43",0.29441876910488,"correct","happy",43,"RI3832JN"
"30",0.228545366178614,"correct","sad",30,"RI3832JN"
"7",0.582030709815516,"correct","sad",7,"RI3832JN"
"27",0.403854362869885,"correct","sad",27,"RI3832JN"
"53",0.264237015380678,"correct","happy",53,"RI3832JN"
"52",1.33317103724812,"correct","happy",52,"RI3832JN"
"34",0.240216269345655,"correct","happy",34,"RI3832JN"
"56",0.202956032865835,"correct","happy",56,"RI3832JN"
"31",0.17940152876095,"correct","happy",31,"RI3832JN"
"6",0.281765417341891,"correct","sad",6,"RI3832JN"
"57",0.627759678225876,"false","happy",57,"RI3832JN"
"38",0.358899598202847,"correct","happy",38,"RI3832JN"
"110",0.0862081694067305,"correct","sad",1,"RI3832JN"
"50",0.443017376187837,"false","happy",50,"RI3832JN"
"210",0.285224199384803,"correct","sad",2,"RI3832JN"
"20",0.991150461661109,"correct","sad",20,"RI3832JN"
"23",0.534742684868583,"correct","sad",23,"RI3832JN"
"14",0.15818335034272,"correct","sad",14,"RI3832JN"
"26",0.218492100424813,"correct","sad",26,"RI3832JN"
"44",0.176949262498013,"false","happy",44,"RI3832JN"
"35",0.289833118099,"correct","happy",35,"RI3832JN"
"8",NA,NA,"sad",8,"RI3832JN"
"49",0.175661537650984,"false","happy",49,"RI3832JN"
"45",0.156362231714292,"false","happy",45,"RI3832JN"
"29",0.195596316365868,"correct","sad",29,"RI3832JN"
"18",0.23489464692132,"correct","sad",18,"RI3832JN"
"42",0.229441868822987,"correct","happy",42,"RI3832JN"
"48",0.687153008919222,"correct","happy",48,"RI3832JN"
"11",0.117421868035646,"correct","sad",11,"RI3832JN"
"12",0.41677280652575,"false","sad",12,"RI3832JN"
"310",0.559040074045051,"correct","sad",3,"RI3832JN"
"46",1.18791373527275,"correct","happy",46,"RI3832JN"
"13",0.946891434827206,"correct","sad",13,"RI3832JN"
"410",0.335439813844932,"correct","sad",4,"RI3832JN"
"47",0.312198475988466,"correct","happy",47,"RI3832JN"
"37",0.121663258827161,"correct","happy",37,"RI3832JN"
"24",0.417340350415638,"correct","sad",24,"RI3832JN"
"55",0.324193417495737,"correct","happy",55,"RI3832JN"
"58",0.273332799173095,"false","happy",58,"RI3832JN"
"17",0.557072507296388,"correct","sad",17,"RI3832JN"
"10",0.208985171218799,"correct","sad",10,"RI3832JN"
"22",0.678539521200765,"false","sad",22,"RI3832JN"
"51",1.48894678217478,"correct","happy",51,"RI3832JN"
"39",0.207376169013806,"correct","happy",39,"RI3832JN"
"59",0.77863321895832,"false","happy",59,"RI3832JN"
"15",0.728467363099746,"correct","sad",15,"RI3832JN"
"21",NA,NA,"sad",21,"RI3832JN"
"40",0.997219405697291,"correct","happy",40,"RI3832JN"
"60",0.404366522808886,"correct","happy",60,"RI3832JN"
"36",0.152725500935668,"false","happy",36,"RI3832JN"
"33",0.192805711460959,"correct","happy",33,"RI3832JN"
"28",0.0926503760696316,"correct","sad",28,"RI3832JN"
"41",0.123265748629975,"correct","happy",41,"RI3832JN"
"32",NA,NA,"happy",32,"RI3832JN"
"25",0.246929251996543,"false","sad",25,"RI3832JN"
"9",0.360228080080738,"correct","sad",9,"RI3832JN"
"19",0.619450055564939,"correct","sad",19,"RI3832JN"
"54",0.232938883425227,"correct","happy",54,"RI3832JN"
"111",NA,NA,NA,NA,"RI3832JN"
"211",NA,NA,NA,NA,"RI3832JN"
