"","rt","response","stim","trial_num","code"
"1",NA,NA,NA,NA,"HI7783BY"
"2",NA,NA,NA,NA,"HI7783BY"
"3",NA,NA,NA,NA,"HI7783BY"
"4",NA,NA,NA,NA,"HI7783BY"
"310",0.29983231673612,"correct","sad",3,"HI7783BY"
"110",0.475012062817644,"correct","sad",1,"HI7783BY"
"29",NA,NA,"sad",29,"HI7783BY"
"38",0.970215219134987,"correct","happy",38,"HI7783BY"
"6",0.81212550226655,"false","sad",6,"HI7783BY"
"54",0.528237580311397,"correct","happy",54,"HI7783BY"
"34",0.281102928926878,"correct","happy",34,"HI7783BY"
"16",0.293359765158501,"correct","sad",16,"HI7783BY"
"26",0.915272512316773,"correct","sad",26,"HI7783BY"
"30",0.400702548891614,"correct","sad",30,"HI7783BY"
"58",0.235400293027029,"false","happy",58,"HI7783BY"
"20",0.253684430520666,"correct","sad",20,"HI7783BY"
"43",0.283745821408454,"correct","happy",43,"HI7783BY"
"45",0.771915744157465,"correct","happy",45,"HI7783BY"
"19",0.0931275746749036,"correct","sad",19,"HI7783BY"
"51",0.246646029420109,"correct","happy",51,"HI7783BY"
"10",1.21771460525422,"correct","sad",10,"HI7783BY"
"48",0.766268602765043,"correct","happy",48,"HI7783BY"
"36",0.126273416408466,"correct","happy",36,"HI7783BY"
"50",0.755433122783967,"correct","happy",50,"HI7783BY"
"9",0.0693145453872068,"correct","sad",9,"HI7783BY"
"28",NA,NA,"sad",28,"HI7783BY"
"46",0.20115663154899,"correct","happy",46,"HI7783BY"
"21",0.360319123343132,"correct","sad",21,"HI7783BY"
"56",0.729101690844016,"correct","happy",56,"HI7783BY"
"57",0.286089283807856,"correct","happy",57,"HI7783BY"
"42",0.409547532881846,"correct","happy",42,"HI7783BY"
"17",0.586890365847674,"correct","sad",17,"HI7783BY"
"39",0.175593178331464,"correct","happy",39,"HI7783BY"
"5",0.112422486448933,"false","sad",5,"HI7783BY"
"44",0.20186437081532,"correct","happy",44,"HI7783BY"
"24",0.676588463724005,"correct","sad",24,"HI7783BY"
"22",0.477789336147541,"correct","sad",22,"HI7783BY"
"210",0.137609888614665,"correct","sad",2,"HI7783BY"
"59",0.253152266065699,"correct","happy",59,"HI7783BY"
"55",0.18788121489404,"false","happy",55,"HI7783BY"
"33",0.150304185103449,"false","happy",33,"HI7783BY"
"7",0.0930907998792634,"correct","sad",7,"HI7783BY"
"47",0.515820972431766,"correct","happy",47,"HI7783BY"
"14",0.667259298935872,"correct","sad",14,"HI7783BY"
"49",0.345668824702661,"correct","happy",49,"HI7783BY"
"31",0.762772677065687,"correct","happy",31,"HI7783BY"
"15",0.529746943585183,"correct","sad",15,"HI7783BY"
"18",0.721597683571307,"correct","sad",18,"HI7783BY"
"35",0.310129032520243,"false","happy",35,"HI7783BY"
"27",0.480532602211702,"correct","sad",27,"HI7783BY"
"41",0.141640722380089,"false","happy",41,"HI7783BY"
"11",0.49309862885536,"correct","sad",11,"HI7783BY"
"37",0.251438042115261,"correct","happy",37,"HI7783BY"
"23",NA,NA,"sad",23,"HI7783BY"
"25",0.795212452479976,"correct","sad",25,"HI7783BY"
"12",0.379212281126565,"correct","sad",12,"HI7783BY"
"60",0.62799516323503,"correct","happy",60,"HI7783BY"
"8",0.45726526994839,"correct","sad",8,"HI7783BY"
"13",0.258013226169379,"false","sad",13,"HI7783BY"
"52",0.320761761261597,"false","happy",52,"HI7783BY"
"53",NA,NA,"happy",53,"HI7783BY"
"32",NA,NA,"happy",32,"HI7783BY"
"410",0.19439147438986,"false","sad",4,"HI7783BY"
"40",0.30221022695613,"correct","happy",40,"HI7783BY"
"111",NA,NA,NA,NA,"HI7783BY"
"211",NA,NA,NA,NA,"HI7783BY"
