"","rt","response","stim","trial_num","code"
"1",NA,NA,NA,NA,"MH2875AP"
"2",NA,NA,NA,NA,"MH2875AP"
"3",NA,NA,NA,NA,"MH2875AP"
"4",NA,NA,NA,NA,"MH2875AP"
"32",0.348633714146477,"correct","happy",32,"MH2875AP"
"210",0.344384551271257,"correct","sad",2,"MH2875AP"
"46",0.139489240095135,"correct","happy",46,"MH2875AP"
"14",0.346948616848108,"false","sad",14,"MH2875AP"
"12",0.938297544789904,"false","sad",12,"MH2875AP"
"310",0.184133079545561,"correct","sad",3,"MH2875AP"
"20",0.211419013693705,"correct","sad",20,"MH2875AP"
"42",0.150995950297647,"correct","happy",42,"MH2875AP"
"36",0.140519648145599,"correct","happy",36,"MH2875AP"
"10",0.0890187520490611,"correct","sad",10,"MH2875AP"
"24",0.36072955205585,"correct","sad",24,"MH2875AP"
"16",0.193913389469047,"correct","sad",16,"MH2875AP"
"34",0.319746112331563,"correct","happy",34,"MH2875AP"
"27",0.563496138221212,"correct","sad",27,"MH2875AP"
"44",1.06597656467814,"correct","happy",44,"MH2875AP"
"11",0.696480103761203,"correct","sad",11,"MH2875AP"
"39",1.056375882958,"false","happy",39,"MH2875AP"
"47",0.769771323001305,"correct","happy",47,"MH2875AP"
"38",0.44332595691444,"correct","happy",38,"MH2875AP"
"110",1.37415405493156,"correct","sad",1,"MH2875AP"
"41",NA,NA,"happy",41,"MH2875AP"
"26",0.439970334164266,"correct","sad",26,"MH2875AP"
"48",0.651881117727907,"correct","happy",48,"MH2875AP"
"37",0.680847468016972,"false","happy",37,"MH2875AP"
"56",0.995530502350728,"false","happy",56,"MH2875AP"
"52",0.331860598580494,"false","happy",52,"MH2875AP"
"35",0.201581455606992,"correct","happy",35,"MH2875AP"
"57",0.508221297372098,"correct","happy",57,"MH2875AP"
"59",0.231813063156672,"correct","happy",59,"MH2875AP"
"13",0.654460394128342,"correct","sad",13,"MH2875AP"
"33",0.514999961455989,"correct","happy",33,"MH2875AP"
"60",0.129810577836185,"correct","happy",60,"MH2875AP"
"22",0.254756903981266,"correct","sad",22,"MH2875AP"
"19",0.187170599587446,"correct","sad",19,"MH2875AP"
"58",1.00617069129751,"correct","happy",58,"MH2875AP"
"5",0.256039806699707,"false","sad",5,"MH2875AP"
"43",0.651367609034346,"correct","happy",43,"MH2875AP"
"54",0.100762039543104,"correct","happy",54,"MH2875AP"
"18",0.127040490589279,"false","sad",18,"MH2875AP"
"45",0.247509654406382,"correct","happy",45,"MH2875AP"
"28",1.36894717290328,"correct","sad",28,"MH2875AP"
"50",0.793390053011892,"correct","happy",50,"MH2875AP"
"23",1.27314992981631,"false","sad",23,"MH2875AP"
"17",0.659575209764113,"correct","sad",17,"MH2875AP"
"410",0.0942125352265417,"correct","sad",4,"MH2875AP"
"15",0.300391316850721,"correct","sad",15,"MH2875AP"
"29",0.104802174922263,"correct","sad",29,"MH2875AP"
"25",0.281813814136969,"correct","sad",25,"MH2875AP"
"6",0.643354789435236,"correct","sad",6,"MH2875AP"
"31",0.157310288771395,"correct","happy",31,"MH2875AP"
"53",NA,NA,"happy",53,"MH2875AP"
"7",0.193440323888295,"false","sad",7,"MH2875AP"
"51",0.20940283119296,"correct","happy",51,"MH2875AP"
"49",0.611055853711383,"correct","happy",49,"MH2875AP"
"9",0.623366191751614,"correct","sad",9,"MH2875AP"
"55",NA,NA,"happy",55,"MH2875AP"
"30",0.091940438485101,"correct","sad",30,"MH2875AP"
"8",0.110007001208952,"false","sad",8,"MH2875AP"
"40",0.265189692315903,"false","happy",40,"MH2875AP"
"21",0.373126965253227,"correct","sad",21,"MH2875AP"
"111",NA,NA,NA,NA,"MH2875AP"
"211",NA,NA,NA,NA,"MH2875AP"
