"","rt","response","stim","trial_num","code"
"1",NA,NA,NA,NA,"SH1752LK"
"2",NA,NA,NA,NA,"SH1752LK"
"3",NA,NA,NA,NA,"SH1752LK"
"4",NA,NA,NA,NA,"SH1752LK"
"46",0.415484264058251,"correct","happy",46,"SH1752LK"
"19",0.164050110926751,"correct","sad",19,"SH1752LK"
"31",0.1978799249667,"false","happy",31,"SH1752LK"
"40",0.313563800230037,"false","happy",40,"SH1752LK"
"410",0.353304593126241,"false","sad",4,"SH1752LK"
"49",0.16590744811462,"false","happy",49,"SH1752LK"
"27",0.149631953229601,"correct","sad",27,"SH1752LK"
"33",0.202468448739288,"correct","happy",33,"SH1752LK"
"32",0.547561243174275,"correct","happy",32,"SH1752LK"
"17",0.277929597430031,"correct","sad",17,"SH1752LK"
"29",0.226247279237005,"correct","sad",29,"SH1752LK"
"110",0.334499723871249,"false","sad",1,"SH1752LK"
"35",0.190365930404776,"correct","happy",35,"SH1752LK"
"18",0.638844193130803,"correct","sad",18,"SH1752LK"
"16",0.760742574062398,"correct","sad",16,"SH1752LK"
"24",0.515470679214297,"false","sad",24,"SH1752LK"
"56",0.598820295997011,"correct","happy",56,"SH1752LK"
"22",0.2058604644315,"correct","sad",22,"SH1752LK"
"310",0.09501614511235,"false","sad",3,"SH1752LK"
"6",0.643410814959478,"false","sad",6,"SH1752LK"
"20",0.612726632947845,"false","sad",20,"SH1752LK"
"47",0.0952309190058866,"correct","happy",47,"SH1752LK"
"37",1.19622294059507,"correct","happy",37,"SH1752LK"
"26",0.275585941310173,"correct","sad",26,"SH1752LK"
"50",0.68139113379254,"correct","happy",50,"SH1752LK"
"52",0.467031971635826,"correct","happy",52,"SH1752LK"
"39",0.697212823290068,"correct","happy",39,"SH1752LK"
"7",0.919630319600404,"false","sad",7,"SH1752LK"
"55",0.186473651996581,"correct","happy",55,"SH1752LK"
"14",0.591523528660237,"false","sad",14,"SH1752LK"
"54",0.809236521673116,"correct","happy",54,"SH1752LK"
"23",0.492400737082094,"correct","sad",23,"SH1752LK"
"41",0.498460691315782,"correct","happy",41,"SH1752LK"
"28",0.342465448528013,"correct","sad",28,"SH1752LK"
"36",0.0930373798281527,"correct","happy",36,"SH1752LK"
"15",0.783309081091396,"false","sad",15,"SH1752LK"
"13",0.192433162384054,"false","sad",13,"SH1752LK"
"42",0.143441604329329,"false","happy",42,"SH1752LK"
"53",0.165003779208149,"correct","happy",53,"SH1752LK"
"57",0.263984215119754,"correct","happy",57,"SH1752LK"
"51",0.140166346722004,"correct","happy",51,"SH1752LK"
"11",0.739895724375649,"correct","sad",11,"SH1752LK"
"10",0.488216435029049,"false","sad",10,"SH1752LK"
"58",0.140945138778683,"correct","happy",58,"SH1752LK"
"44",0.291032381469234,"correct","happy",44,"SH1752LK"
"38",0.25571027092039,"correct","happy",38,"SH1752LK"
"45",0.347249672060675,"correct","happy",45,"SH1752LK"
"60",1.42110913863654,"correct","happy",60,"SH1752LK"
"34",0.157332473899271,"correct","happy",34,"SH1752LK"
"25",0.457277921609298,"correct","sad",25,"SH1752LK"
"48",0.190821408553635,"correct","happy",48,"SH1752LK"
"12",0.370469569454793,"correct","sad",12,"SH1752LK"
"59",0.797826965167243,"correct","happy",59,"SH1752LK"
"8",0.904933962921295,"correct","sad",8,"SH1752LK"
"210",0.208002938324688,"false","sad",2,"SH1752LK"
"30",0.123461070417585,"correct","sad",30,"SH1752LK"
"5",NA,NA,"sad",5,"SH1752LK"
"21",0.650856778628885,"false","sad",21,"SH1752LK"
"43",0.362142478526821,"correct","happy",43,"SH1752LK"
"9",0.191428840587463,"correct","sad",9,"SH1752LK"
"111",NA,NA,NA,NA,"SH1752LK"
"211",NA,NA,NA,NA,"SH1752LK"
