"","rt","response","stim","trial_num","code"
"1",NA,NA,NA,NA,"NF3989SG"
"2",NA,NA,NA,NA,"NF3989SG"
"3",NA,NA,NA,NA,"NF3989SG"
"4",NA,NA,NA,NA,"NF3989SG"
"22",0.103338578152682,"correct","sad",22,"NF3989SG"
"37",0.710723450574648,"false","happy",37,"NF3989SG"
"33",0.728922399947536,"correct","happy",33,"NF3989SG"
"8",0.120428550342381,"correct","sad",8,"NF3989SG"
"58",0.30522844264159,"correct","happy",58,"NF3989SG"
"45",0.707786276694833,"correct","happy",45,"NF3989SG"
"11",0.290010201292101,"correct","sad",11,"NF3989SG"
"50",0.173361659492514,"false","happy",50,"NF3989SG"
"44",0.230512316984355,"correct","happy",44,"NF3989SG"
"40",0.225388657221659,"correct","happy",40,"NF3989SG"
"60",0.177732528191504,"correct","happy",60,"NF3989SG"
"12",0.397644520662415,"correct","sad",12,"NF3989SG"
"54",0.226533758212242,"correct","happy",54,"NF3989SG"
"13",1.3771688427936,"correct","sad",13,"NF3989SG"
"43",0.267806211184524,"correct","happy",43,"NF3989SG"
"23",NA,NA,"sad",23,"NF3989SG"
"21",0.478290777493585,"correct","sad",21,"NF3989SG"
"26",1.01168419499928,"correct","sad",26,"NF3989SG"
"7",0.373900843454621,"correct","sad",7,"NF3989SG"
"6",0.217434697373968,"false","sad",6,"NF3989SG"
"36",0.470464710080881,"correct","happy",36,"NF3989SG"
"35",0.426001244141122,"false","happy",35,"NF3989SG"
"48",0.48173276869798,"correct","happy",48,"NF3989SG"
"46",0.175104682972474,"correct","happy",46,"NF3989SG"
"25",0.157007670552145,"correct","sad",25,"NF3989SG"
"19",0.483594670601699,"correct","sad",19,"NF3989SG"
"24",0.852563891241356,"correct","sad",24,"NF3989SG"
"9",0.271842784468084,"false","sad",9,"NF3989SG"
"41",0.635258235112975,"correct","happy",41,"NF3989SG"
"20",0.916635277393791,"correct","sad",20,"NF3989SG"
"14",0.33733659537742,"correct","sad",14,"NF3989SG"
"27",1.32509888044299,"correct","sad",27,"NF3989SG"
"56",0.372549788526039,"correct","happy",56,"NF3989SG"
"49",1.06219424567152,"correct","happy",49,"NF3989SG"
"110",0.732737077081658,"correct","sad",1,"NF3989SG"
"29",0.216346649703796,"false","sad",29,"NF3989SG"
"31",0.592367961435536,"false","happy",31,"NF3989SG"
"57",0.302765060267637,"false","happy",57,"NF3989SG"
"52",0.35715036746751,"false","happy",52,"NF3989SG"
"15",0.323072736891824,"false","sad",15,"NF3989SG"
"210",NA,NA,"sad",2,"NF3989SG"
"34",0.686272561366837,"correct","happy",34,"NF3989SG"
"53",0.202195900835859,"correct","happy",53,"NF3989SG"
"42",0.851083080380506,"false","happy",42,"NF3989SG"
"310",0.775591226041896,"correct","sad",3,"NF3989SG"
"59",NA,NA,"happy",59,"NF3989SG"
"39",0.103190263363274,"correct","happy",39,"NF3989SG"
"47",0.294503305062085,"correct","happy",47,"NF3989SG"
"30",0.464336109756945,"false","sad",30,"NF3989SG"
"10",0.208407144944148,"false","sad",10,"NF3989SG"
"17",0.303341538706215,"correct","sad",17,"NF3989SG"
"18",0.676539356130217,"false","sad",18,"NF3989SG"
"410",0.774869414100454,"false","sad",4,"NF3989SG"
"51",0.420622008593623,"correct","happy",51,"NF3989SG"
"16",0.209238654720293,"correct","sad",16,"NF3989SG"
"38",0.137263013278931,"correct","happy",38,"NF3989SG"
"28",0.323918780409657,"correct","sad",28,"NF3989SG"
"5",0.377964730530003,"correct","sad",5,"NF3989SG"
"55",0.321101729955797,"correct","happy",55,"NF3989SG"
"32",0.591483140220725,"correct","happy",32,"NF3989SG"
"111",NA,NA,NA,NA,"NF3989SG"
"211",NA,NA,NA,NA,"NF3989SG"
