"","rt","response","stim","trial_num","code"
"1",NA,NA,NA,NA,"KS5594UZ"
"2",NA,NA,NA,NA,"KS5594UZ"
"3",NA,NA,NA,NA,"KS5594UZ"
"4",NA,NA,NA,NA,"KS5594UZ"
"56",0.921985614809402,"correct","happy",56,"KS5594UZ"
"36",1.23305407660083,"correct","happy",36,"KS5594UZ"
"310",0.437552920272386,"correct","sad",3,"KS5594UZ"
"6",0.529096260322466,"correct","sad",6,"KS5594UZ"
"31",0.535077824554673,"correct","happy",31,"KS5594UZ"
"7",0.48175311698383,"false","sad",7,"KS5594UZ"
"33",0.362378008290828,"correct","happy",33,"KS5594UZ"
"37",0.311055306981974,"correct","happy",37,"KS5594UZ"
"32",0.117257059171906,"correct","happy",32,"KS5594UZ"
"34",0.516362613837787,"correct","happy",34,"KS5594UZ"
"54",0.2982553932072,"false","happy",54,"KS5594UZ"
"26",0.154498514359781,"correct","sad",26,"KS5594UZ"
"46",0.339112231956222,"correct","happy",46,"KS5594UZ"
"410",1.18900896198772,"correct","sad",4,"KS5594UZ"
"53",0.197182952616015,"correct","happy",53,"KS5594UZ"
"23",0.51598382456961,"correct","sad",23,"KS5594UZ"
"51",0.486553390603461,"correct","happy",51,"KS5594UZ"
"15",0.304321337443052,"false","sad",15,"KS5594UZ"
"27",0.387958817186597,"false","sad",27,"KS5594UZ"
"28",0.366999870733909,"false","sad",28,"KS5594UZ"
"24",0.546960069003136,"correct","sad",24,"KS5594UZ"
"57",0.145523705247685,"correct","happy",57,"KS5594UZ"
"19",0.360357305094501,"false","sad",19,"KS5594UZ"
"45",0.146795107256409,"correct","happy",45,"KS5594UZ"
"55",0.974434873986732,"correct","happy",55,"KS5594UZ"
"12",0.168804398802925,"correct","sad",12,"KS5594UZ"
"22",0.127966300305498,"correct","sad",22,"KS5594UZ"
"16",0.753725163172802,"false","sad",16,"KS5594UZ"
"49",0.64177659206547,"correct","happy",49,"KS5594UZ"
"14",0.583405974336814,"correct","sad",14,"KS5594UZ"
"39",0.569644028686332,"correct","happy",39,"KS5594UZ"
"210",0.476258665329654,"correct","sad",2,"KS5594UZ"
"29",0.179489506318237,"correct","sad",29,"KS5594UZ"
"42",0.238503480194499,"correct","happy",42,"KS5594UZ"
"38",0.295328395686469,"correct","happy",38,"KS5594UZ"
"9",0.167992447376876,"false","sad",9,"KS5594UZ"
"48",0.0726173360521951,"false","happy",48,"KS5594UZ"
"41",0.68026941218814,"correct","happy",41,"KS5594UZ"
"47",0.237830886753398,"correct","happy",47,"KS5594UZ"
"10",1.05321048661685,"correct","sad",10,"KS5594UZ"
"5",0.326791486979139,"correct","sad",5,"KS5594UZ"
"13",0.480873347670503,"correct","sad",13,"KS5594UZ"
"110",0.746189866647216,"correct","sad",1,"KS5594UZ"
"60",0.528860119978911,"correct","happy",60,"KS5594UZ"
"25",0.116413369010264,"false","sad",25,"KS5594UZ"
"35",0.638714970530682,"correct","happy",35,"KS5594UZ"
"8",1.10862950875563,"correct","sad",8,"KS5594UZ"
"50",0.333374358891741,"correct","happy",50,"KS5594UZ"
"21",0.0910430110072457,"correct","sad",21,"KS5594UZ"
"11",0.511447509583937,"correct","sad",11,"KS5594UZ"
"20",0.246515723603971,"correct","sad",20,"KS5594UZ"
"43",0.60279749844807,"correct","happy",43,"KS5594UZ"
"18",0.198129711154097,"correct","sad",18,"KS5594UZ"
"52",1.01201874647354,"correct","happy",52,"KS5594UZ"
"59",0.820159311304406,"correct","happy",59,"KS5594UZ"
"58",0.66255364097121,"correct","happy",58,"KS5594UZ"
"17",0.229068670642202,"correct","sad",17,"KS5594UZ"
"40",0.371775149631709,"correct","happy",40,"KS5594UZ"
"30",1.40663164657215,"correct","sad",30,"KS5594UZ"
"44",0.232897209900977,"correct","happy",44,"KS5594UZ"
"111",NA,NA,NA,NA,"KS5594UZ"
"211",NA,NA,NA,NA,"KS5594UZ"
